x,y,p,d,ynorm
10.5,3236.208787524397,hi,jiejiari,0.04490058489744296
11.5,3190.5785598413886,hi,jiejiari,0.044267491037779515
12.5,3116.185698449755,hi,jiejiari,0.043235331740284384
13.5,3060.2342603923366,hi,jiejiari,0.042459036865764584
14.5,3042.47060693696,hi,jiejiari,0.042212576120358836
15.5,3076.3827186928347,hi,jiejiari,0.04268308768278217
16.5,3215.2485780356797,hi,jiejiari,0.04460977372690156
17.5,3482.2974020940846,hi,jiejiari,0.04831492663379086
18.5,3513.7494442511083,hi,jiejiari,0.04875130610798099
19.5,3598.634844648608,hi,jiejiari,0.04992904350916301
20.5,3444.8233276771953,hi,jiejiari,0.047794994833872666
21.5,3310.6939111072106,hi,jiejiari,0.045934024281180943
22.5,3140.0094897100676,hi,jiejiari,0.04356587350451985
23.5,2955.475330549682,hi,jiejiari,0.041005565371187866
0.5,7557.252681420228,hl,gongzuori,0.03370260121595728
1.5,7472.1942853455075,hl,gongzuori,0.0333232716733547
2.5,7386.321911199777,hl,gongzuori,0.03294031208429447
3.5,7385.544209383436,hl,gongzuori,0.03293684381675255
4.5,7754.45677944014,hl,gongzuori,0.03458205984383375
5.5,8960.596573848581,hl,gongzuori,0.039961005105460905
6.5,9726.142014185443,hl,gongzuori,0.0433750596271259
7.5,9584.012417880715,hl,gongzuori,0.042741213266924136
8.5,9919.671681902646,hl,gongzuori,0.044238131630866796
9.5,10123.049596455576,hl,gongzuori,0.04514512323737509
10.5,10652.97160994081,hl,gongzuori,0.04750838288329891
11.5,10510.232042733975,hl,gongzuori,0.04687181627449177
12.5,9709.318330079015,hl,gongzuori,0.04330003210848594
13.5,9821.555430299875,hl,gongzuori,0.043800568796861984
14.5,9803.68167955215,hl,gongzuori,0.0437208583625179
15.5,10011.941626717111,hl,gongzuori,0.04464962206070854
16.5,10906.644809167201,hl,gongzuori,0.048639673185887605
17.5,10834.251703947226,hl,gongzuori,0.0483168262388731
18.5,10137.532529897819,hl,gongzuori,0.04520971185850737
19.5,10425.33698776346,hl,gongzuori,0.046493215173867945
20.5,10018.711273197303,hl,gongzuori,0.0446798122244245
21.5,9267.311968029679,hl,gongzuori,0.0413288443259616
22.5,8500.028635242072,hl,gongzuori,0.037907039435387056
23.5,7764.7526237652455,hl,gongzuori,0.03462797556878017
0.5,7326.914190725728,hl,jiejiari,0.034740985755696785
1.5,7172.764837364934,hl,jiejiari,0.03401007771583795
2.5,7183.600199095614,hl,jiejiari,0.03406145420773407
3.5,7122.020757066937,hl,jiejiari,0.03376947173562188
4.5,7323.678734272182,hl,jiejiari,0.03472564465252021
5.5,8142.615301293998,hl,jiejiari,0.038608679565872474
6.5,9320.168985182861,hl,jiejiari,0.04419211819960639
7.5,9221.0724492871,hl,jiejiari,0.04372224626547738
8.5,9037.110038572186,hl,jiejiari,0.04284997789657522
9.5,9139.438646749773,hl,jiejiari,0.043335174887635615
10.5,9445.679629081213,hl,jiejiari,0.04478723414860716
11.5,9491.745019402208,hl,jiejiari,0.045005655850747193
12.5,8862.299269743598,hl,jiejiari,0.042021102564924195
13.5,8951.729126773638,hl,jiejiari,0.04244513938429179
14.5,8927.34822154722,hl,jiejiari,0.04232953591752073
15.5,9304.175515856808,hl,jiejiari,0.04411628424337637
16.5,10114.181507730349,hl,jiejiari,0.04795697432015212
17.5,10557.919672217917,hl,jiejiari,0.05006098439184571
18.5,10157.612766303373,hl,jiejiari,0.04816290613485077
19.5,9926.440848653921,hl,jiejiari,0.047066791168970265
20.5,9501.669221652224,hl,jiejiari,0.045052712027471756
21.5,8974.99199387453,hl,jiejiari,0.04255544160887792
22.5,8165.246453380352,hl,jiejiari,0.03871598647732263
23.5,7530.736479051376,hl,jiejiari,0.03570742087846345
0.5,21213.345456054798,hn,gongzuori,0.04042821873713382
1.5,19939.64180121012,hn,gongzuori,0.03800080482116189
2.5,18997.103344088337,hn,gongzuori,0.03620452280653963
3.5,18084.0847809968,hn,gongzuori,0.0344644995623892
4.5,17619.57285224561,hn,gongzuori,0.03357923656130037
5.5,17242.319922280407,hn,gongzuori,0.032860271040116885
6.5,17809.842048385235,hn,gongzuori,0.03394185002537687
7.5,18329.990155790925,hn,gongzuori,0.034933143996686865
8.5,20131.160039394133,hn,gongzuori,0.038365798699260635
9.5,21911.31208493159,hn,gongzuori,0.041758397779468555
10.5,23387.40264488495,hn,gongzuori,0.044571518989286026
11.5,24973.14350576308,hn,gongzuori,0.047593610837872495
12.5,23982.66355902026,hn,gongzuori,0.04570596232789954
13.5,24562.396878971595,hn,gongzuori,0.046810813305636655
14.5,24335.534974015998,hn,gongzuori,0.04637846175902806
15.5,23896.776099995117,hn,gongzuori,0.04554227871715374
16.5,23797.586809006876,hn,gongzuori,0.04535324458480715
17.5,23640.23572163556,hn,gongzuori,0.045053366180811336
18.5,22386.627402394763,hn,gongzuori,0.042664249789625054
19.5,23005.935653141707,hn,gongzuori,0.04384452234393651
20.5,24892.19017918325,hn,gongzuori,0.047439330656029045
21.5,24471.860018081174,hn,gongzuori,0.04663826890317859
22.5,23869.361154987102,hn,gongzuori,0.045490031541160374
23.5,22236.21550369342,hn,gongzuori,0.04237759603414068
0.5,11590.973599048399,hn,jiejiari,0.036122620344030715
1.5,11082.875467646007,hn,jiejiari,0.034539160961493
2.5,10847.375747401655,hn,jiejiari,0.03380523926692452
3.5,10540.652219706144,hn,jiejiari,0.032849352563633576
4.5,10632.18796025662,hn,jiejiari,0.03313461857477228
5.5,11060.713076757764,hn,jiejiari,0.03447009311096855
6.5,12518.11363696355,hn,jiejiari,0.03901200036971801
7.5,13232.836926905615,hn,jiejiari,0.04123939549170615
8.5,13626.094629058385,hn,jiejiari,0.0424649611054003
9.5,14267.85686425009,hn,jiejiari,0.04446497718471134
10.5,14789.881715292664,hn,jiejiari,0.04609183840937225
11.5,15478.201228626162,hn,jiejiari,0.048236947639676696
12.5,14220.452594274151,hn,jiejiari,0.04431724443108249
13.5,13494.485596118828,hn,jiejiari,0.04205480892188477
14.5,13447.819564271202,hn,jiejiari,0.04190937684605529
15.5,13049.281767633895,hn,jiejiari,0.04066735611348647
16.5,14222.236668798074,hn,jiejiari,0.044322804399461534
17.5,15136.470436084566,hn,jiejiari,0.04717196275524402
18.5,15930.532630180991,hn,jiejiari,0.04964661313053674
19.5,15815.63197236589,hn,jiejiari,0.04928853166274054
20.5,15199.057444704742,hn,jiejiari,0.04736701166390867
21.5,14343.416078033995,hn,jiejiari,0.044700453244568256
22.5,13761.650045458839,hn,jiejiari,0.04288741197204817
23.5,12589.739973106936,hn,jiejiari,0.03923521983657573
0.5,17789.412705738225,jibei,gongzuori,0.03885402517536611
1.5,17827.255939954408,jibei,gongzuori,0.038936678942484496
2.5,17324.46875217111,jibei,gongzuori,0.0378385366724093
3.5,17487.261661853354,jibei,gongzuori,0.038194094211929694
4.5,16977.45548883619,jibei,gongzuori,0.03708062170957009
5.5,17536.772811970895,jibei,gongzuori,0.03830223198493823
6.5,18138.352866092486,jibei,gongzuori,0.03961614869227836
7.5,18356.44931654268,jibei,gongzuori,0.040092495220217225
8.5,18683.377517915374,jibei,gongzuori,0.0408065422085461
9.5,19273.690233806446,jibei,gongzuori,0.04209584981548987
10.5,19921.032179725902,jibei,gongzuori,0.043509715505148754
11.5,20292.97231870127,jibei,gongzuori,0.04432207349371892
12.5,19317.264157401063,jibei,gongzuori,0.042191020035684305
13.5,19524.25414208627,jibei,gongzuori,0.04264310882630601
14.5,19688.829522058844,jibei,gongzuori,0.04300255947610949
15.5,20023.611223951473,jibei,gongzuori,0.043733759369481595
16.5,20453.419893451304,jibei,gongzuori,0.0446725085649483
17.5,20461.64986652108,jibei,gongzuori,0.0446904837272617
18.5,20412.046662298857,jibei,gongzuori,0.044582144898009206
19.5,20414.888352516224,jibei,gongzuori,0.0445883514605907
20.5,20458.957231435274,jibei,gongzuori,0.04468460271740811
21.5,19898.229511610705,jibei,gongzuori,0.043459911981239975
22.5,19106.923219716624,jibei,gongzuori,0.041731612396804514
23.5,18483.92813327024,jibei,gongzuori,0.04037092291405901
0.5,16283.541408615014,jibei,jiejiari,0.039625455212584516
1.5,16224.555937923742,jibei,jiejiari,0.039481916035914166
2.5,15930.816561097037,jibei,jiejiari,0.03876711105408994
3.5,16076.372154388,jibei,jiejiari,0.03912131573832655
4.5,16038.033014424871,jibei,jiejiari,0.03902801871924603
5.5,16335.48424697584,jibei,jiejiari,0.03975185637824204
6.5,17258.532648286644,jibei,jiejiari,0.041998063893386006
7.5,17085.26794969387,jibei,jiejiari,0.04157643002506928
8.5,16932.86252202764,jibei,jiejiari,0.041205556497216925
9.5,17019.172274597924,jibei,jiejiari,0.041415588402995945
10.5,17210.63851928756,jibei,jiejiari,0.04188151512699819
11.5,17125.219306513838,jibei,jiejiari,0.04167365032012832
12.5,16292.521242721145,jibei,jiejiari,0.039647307339542644
13.5,16501.35016557424,jibei,jiejiari,0.0401554855620778
14.5,16761.900783622805,jibei,jiejiari,0.0407895268057493
15.5,17211.154739510966,jibei,jiejiari,0.04188277133170386
16.5,17857.651765681498,jibei,jiejiari,0.04345600029417243
17.5,18348.24390900697,jibei,jiejiari,0.0446498399212639
18.5,19059.09032682714,jibei,jiejiari,0.046379660983250866
19.5,18583.044934205096,jibei,jiejiari,0.04522122038908614
20.5,18167.70259860695,jibei,jiejiari,0.04421049866067715
21.5,17994.680687747783,jibei,jiejiari,0.04378945560821693
22.5,17733.51347056462,jibei,jiejiari,0.04315391389110547
23.5,16905.036092669037,jibei,jiejiari,0.04113784180895556
0.5,6112.190816671948,jl,gongzuori,0.033939002667740435
1.5,5971.745790833602,jl,gongzuori,0.03315915723268024
2.5,5882.732592056003,jl,gongzuori,0.03266489596345796
3.5,5886.699354063919,jl,gongzuori,0.0326869220994879
4.5,5969.92678932274,jl,gongzuori,0.03314905691039295
5.5,6820.277090615842,jl,gongzuori,0.0378707748687689
6.5,7328.376940549452,jl,gongzuori,0.04069208766472064
7.5,7447.316601385157,jl,gongzuori,0.041352520819947475
8.5,7938.545850579109,jl,gongzuori,0.04408015667080977
9.5,8303.97293472267,jl,gongzuori,0.04610925411812504
10.5,8603.021057753223,jl,gongzuori,0.047769770837863684
11.5,8234.459067868109,jl,gongzuori,0.04572326628113103
12.5,8091.027888857285,jl,gongzuori,0.04492683971116735
13.5,8270.98869788994,jl,gongzuori,0.04592610340581319
14.5,8188.6816070093455,jl,gongzuori,0.0454690789671535
15.5,8387.286402447675,jl,gongzuori,0.046571866639263125
16.5,8560.97997561125,jl,gongzuori,0.0475363304166191
17.5,8403.809140567724,jl,gongzuori,0.04666361201664977
18.5,8046.102427793462,jl,gongzuori,0.04467738327424859
19.5,8347.690284914932,jl,gongzuori,0.04635200230928993
20.5,8133.124827690024,jl,gongzuori,0.04516059028640315
21.5,7677.558742467447,jl,gongzuori,0.04263098035676424
22.5,7022.24245779169,jl,gongzuori,0.03899222269999098
23.5,6464.655437268304,jl,gongzuori,0.03589612378151111
0.5,5405.168817793159,jl,jiejiari,0.034951148121066554
1.5,5322.922542208555,jl,jiejiari,0.0344193235181234
2.5,5194.47869595708,jl,jiejiari,0.033588774085366244
3.5,5183.868006571058,jl,jiejiari,0.03352016276370379
4.5,5328.846731900761,jl,jiejiari,0.034457630782597365
5.5,5859.439773073058,jl,jiejiari,0.03788857560581412
6.5,6612.835495280699,jl,jiejiari,0.04276021724519739
7.5,6661.898830427883,jl,jiejiari,0.043077472811461626
8.5,6713.755614247179,jl,jiejiari,0.0434127915024124
9.5,6808.7459729418415,jl,jiejiari,0.044027022474418545
10.5,6782.850946256687,jl,jiejiari,0.04385957887667328
11.5,6601.2021134213255,jl,jiejiari,0.04268499294301142
12.5,6365.225313535879,jl,jiejiari,0.04115910904114673
13.5,6393.566467328382,jl,jiejiari,0.04134236989710056
14.5,6450.2026372333485,jl,jiejiari,0.04170859327144589
15.5,6665.887218970514,jl,jiejiari,0.04310326271061501
16.5,7300.619009673632,jl,jiejiari,0.04720759424619729
17.5,7701.975717347835,jl,jiejiari,0.04980286521962676
18.5,7710.141402628752,jl,jiejiari,0.04985566654468877
19.5,7529.282873597146,jl,jiejiari,0.048686190909379624
20.5,7197.573240537896,jl,jiejiari,0.04654127501330739
21.5,6907.493048417035,jl,jiejiari,0.04466554529910707
22.5,6261.237516724956,jl,jiejiari,0.04048669842611513
23.5,5690.031276647905,jl,jiejiari,0.03679313869142369
0.5,79038.51131054563,js,gongzuori,0.038367462499062664
1.5,76777.05363764157,js,gongzuori,0.037269688881876796
2.5,75001.3760642836,js,gongzuori,0.03640772625661226
3.5,73358.54540437243,js,gongzuori,0.035610251168945194
4.5,72886.45365865756,js,gongzuori,0.035381084879632554
5.5,73688.56717356354,js,gongzuori,0.035770452792727864
6.5,74598.43700064327,js,gongzuori,0.03621212857698384
7.5,78769.90003340601,js,gongzuori,0.038237071213452704
8.5,84487.22533759622,js,gongzuori,0.04101241782064762
9.5,91035.93465751375,js,gongzuori,0.044191341045327265
10.5,94330.72048868859,js,gongzuori,0.045790720508882235
11.5,92211.32994152357,js,gongzuori,0.04476191017337718
12.5,94773.91218473073,js,gongzuori,0.04600585792095953
13.5,96384.46751114196,js,gongzuori,0.04678766567599127
14.5,96221.94109591862,js,gongzuori,0.04670877089371623
15.5,95295.95571230126,js,gongzuori,0.046259272176046445
16.5,94533.12155302543,js,gongzuori,0.045888971540144735
17.5,88681.42118259729,js,gongzuori,0.043048395588049376
18.5,86276.02818424816,js,gongzuori,0.04188075181377507
19.5,90383.11011977209,js,gongzuori,0.043874442098788914
20.5,91964.68999998434,js,gongzuori,0.04464218437704232
21.5,91494.22177481382,js,gongzuori,0.04441380618915732
22.5,86444.83623257402,js,gongzuori,0.041962695873149304
23.5,81402.3404501809,js,gongzuori,0.03951493003565134
0.5,43489.643897214504,js,jiejiari,0.03825536857580956
1.5,42720.28855237084,js,jiejiari,0.0375786103951189
2.5,42293.03420795357,js,jiejiari,0.03720277902570303
3.5,41952.08441725491,js,jiejiari,0.036902864868211906
4.5,42292.56810023988,js,jiejiari,0.03720236901723238
5.5,43897.62565269594,js,jiejiari,0.038614246943842086
6.5,46391.37730134395,js,jiejiari,0.040807858569658885
7.5,46911.95414570876,js,jiejiari,0.04126578043952463
8.5,46027.48991503723,js,jiejiari,0.040487767512667194
9.5,47418.35510042387,js,jiejiari,0.04171123258476533
10.5,49307.51696658054,js,jiejiari,0.043373020932814234
11.5,46591.366248446364,js,jiejiari,0.0409837774826896
12.5,47060.292857931716,js,jiejiari,0.041396265575792054
13.5,48339.4003173188,js,jiejiari,0.04252142372660539
14.5,48898.22292393587,js,jiejiari,0.043012988220330756
15.5,49410.84471999963,js,jiejiari,0.04346391248622636
16.5,51100.29734211573,js,jiejiari,0.04495002796013482
17.5,50851.40592475963,js,jiejiari,0.04473109232274913
18.5,52281.2822186063,js,jiejiari,0.0459888732502775
19.5,51527.07228347065,js,jiejiari,0.045325437625917286
20.5,51149.857500533755,js,jiejiari,0.044993623215396926
21.5,51367.02887613098,js,jiejiari,0.04518465653443773
22.5,48974.639442145555,js,jiejiari,0.04308020748927443
23.5,46570.94633465039,js,jiejiari,0.04096581524481988
0.5,18432.40793789289,jx,gongzuori,0.04046412596035943
1.5,17846.504746170554,jx,gongzuori,0.039177909822440155
2.5,17076.385719448943,jx,gongzuori,0.03748729005063756
3.5,16432.376380032423,jx,gongzuori,0.03607351518640911
4.5,15998.501771030298,jx,gongzuori,0.03512104294898799
5.5,15879.450117161578,jx,gongzuori,0.03485969233575478
6.5,16315.350288328289,jx,gongzuori,0.03581661123054398
7.5,15658.265137092816,jx,gongzuori,0.03437413141912366
8.5,17924.17338773534,jx,gongzuori,0.03934841351930043
9.5,19147.203929058498,jx,gongzuori,0.04203329669051806
10.5,20124.55592161128,jx,gongzuori,0.04417884893022098
11.5,20809.644850221997,jx,gongzuori,0.045682804614945303
12.5,19431.483938205984,jx,gongzuori,0.04265736827882683
13.5,20242.51644821422,jx,gongzuori,0.04443780422368534
14.5,20734.937864076554,jx,gongzuori,0.04551880255359262
15.5,20668.716647573554,jx,gongzuori,0.04537342905410984
16.5,20521.27645416783,jx,gongzuori,0.04504975791045399
17.5,20347.238171361503,jx,gongzuori,0.04466769675918561
18.5,19301.987633742487,jx,gongzuori,0.042373088829670336
19.5,20073.466445977563,jx,gongzuori,0.04406669369883412
20.5,21341.376540053538,jx,gongzuori,0.046850099639391136
21.5,21661.16062195994,jx,gongzuori,0.04755211228006069
22.5,20296.27138538368,jx,gongzuori,0.044555810864811404
23.5,19259.42539779917,jx,gongzuori,0.04227965319813657
0.5,10874.50259537138,jx,jiejiari,0.036275281801995636
1.5,10351.327452287596,jx,jiejiari,0.03453006857677267
2.5,10070.972625082592,jx,jiejiari,0.03359485795245041
3.5,10116.213710276097,jx,jiejiari,0.033745773647217085
4.5,10032.599095920912,jx,jiejiari,0.03346685112437999
5.5,10395.962409987389,jx,jiejiari,0.03467896234497769
6.5,11471.056786279181,jx,jiejiari,0.038265273637994916
7.5,11918.703152954728,jx,jiejiari,0.039758537164890084
8.5,12530.848471459727,jx,jiejiari,0.04180053805070466
9.5,12947.457596852597,jx,jiejiari,0.04319026721692343
10.5,13856.417732359354,jx,jiejiari,0.046222386136672663
11.5,14134.852369898364,jx,jiejiari,0.04715119137181631
12.5,12081.048661046292,jx,jiejiari,0.040300091043208745
13.5,12235.28512296244,jx,jiejiari,0.04081459467876192
14.5,12645.179139049897,jx,jiejiari,0.04218192351170119
15.5,13192.913191020582,jx,jiejiari,0.04400906060726294
16.5,13960.825672756217,jx,jiejiari,0.046570671258410024
17.5,14899.101430961911,jx,jiejiari,0.04970058154519223
18.5,15222.961569833804,jx,jiejiari,0.05078091765242824
19.5,14729.505214521027,jx,jiejiari,0.04913484067658791
20.5,14433.367517007851,jx,jiejiari,0.04814698138506896
21.5,13745.504927741053,jx,jiejiari,0.045852402019450504
22.5,12468.723317102782,jx,jiejiari,0.04159330029784874
23.5,11461.87540767878,jx,jiejiari,0.03823464629728307
0.5,24332.51247727697,ln,gongzuori,0.039333450610903854
1.5,23936.350461701855,ln,gongzuori,0.038693055621356776
2.5,23372.936557444846,ln,gongzuori,0.03778229833736135
3.5,23300.393677282595,ln,gongzuori,0.03766503293796212
4.5,23325.191754176416,ln,gongzuori,0.03770511897238456
5.5,24113.559897146668,ln,gongzuori,0.03897951426730893
6.5,25055.588596935668,ln,gongzuori,0.04050230149989771
7.5,24784.230845143185,ln,gongzuori,0.040063652316506444
8.5,25863.768163260043,ln,gongzuori,0.0418087219152349
9.5,27012.194132204386,ln,gongzuori,0.04366514986002422
10.5,27467.168404554868,ln,gongzuori,0.04440061472775794
11.5,26791.96537509956,ln,gongzuori,0.043309150579277
12.5,26355.603664383172,ln,gongzuori,0.04260377287473535
13.5,26929.055927096608,ln,gongzuori,0.043530757142151794
14.5,26996.7850439607,ln,gongzuori,0.04364024110422031
15.5,27150.098280072718,ln,gongzuori,0.0438880715987589
16.5,27042.852730731163,ln,gongzuori,0.04371470941422474
17.5,26337.263342460818,ln,gongzuori,0.042574125786412904
18.5,26008.48460533695,ln,gongzuori,0.04204265571193319
19.5,26434.273390305134,ln,gongzuori,0.04273094230625273
20.5,26617.044861753482,ln,gongzuori,0.043026391970647615
21.5,27655.692744660842,ln,gongzuori,0.0447053638911432
22.5,26572.73586914447,ln,gongzuori,0.04295476658572146
23.5,25165.603270769203,ln,gongzuori,0.04068013996782194
0.5,21365.19945400784,ln,jiejiari,0.04049904808274111
1.5,21191.714598395258,ln,jiejiari,0.04017019688131863
2.5,20991.357317195227,ln,jiejiari,0.039790407346354785
3.5,20874.434738523825,ln,jiejiari,0.039568773415636534
4.5,21017.73843439564,ln,jiejiari,0.03984041437466622
5.5,21504.484817684697,ln,jiejiari,0.040763072046239045
6.5,22696.864902025507,ln,jiejiari,0.04302330174699958
7.5,21270.864584937568,ln,jiejiari,0.040320230543191324
8.5,21157.622924330262,ln,jiejiari,0.04010557401879158
9.5,21664.499053221254,ln,jiejiari,0.04106638885977351
10.5,21910.659580565112,ln,jiejiari,0.04153300126161101
11.5,21320.10020388085,ln,jiejiari,0.0404135596835656
12.5,21233.346294981755,ln,jiejiari,0.040249112319737636
13.5,21196.68887581573,ln,jiejiari,0.04017962592975144
14.5,21238.195292275064,ln,jiejiari,0.04025830389199314
15.5,21621.50047285942,ln,jiejiari,0.04098488240918726
16.5,22526.193749387367,ln,jiejiari,0.042699784092417974
17.5,22651.30462582725,ln,jiejiari,0.042936939444584
18.5,23007.849747543572,ln,jiejiari,0.04361279262625638
19.5,23076.79438913079,ln,jiejiari,0.04374348142982682
20.5,22962.312305483054,ln,jiejiari,0.043526473607351644
21.5,24627.586034978478,ln,jiejiari,0.046683102263542796
22.5,23822.154124283217,ln,jiejiari,0.04515635659712205
23.5,22618.72202724451,ln,jiejiari,0.04287517712733985
0.5,5196.407196905415,mengdong,gongzuori,0.037009259188374534
1.5,5122.759174808255,mengdong,gongzuori,0.03648473163785306
2.5,5131.88952773909,mengdong,gongzuori,0.03654975879706027
3.5,5105.251060973464,mengdong,gongzuori,0.03636003734461191
4.5,5142.1308779897,mengdong,gongzuori,0.036622698574776194
5.5,5491.095025459689,mengdong,gongzuori,0.03910805126015815
6.5,5985.284299649128,mengdong,gongzuori,0.042627709794132065
7.5,5899.508593311576,mengdong,gongzuori,0.04201680783290723
8.5,5854.900409398882,mengdong,gongzuori,0.04169910450870841
9.5,5926.434027591355,mengdong,gongzuori,0.042208573092683895
10.5,6238.1448948067,mengdong,gongzuori,0.044428604710582464
11.5,6314.520238390635,mengdong,gongzuori,0.044972556479408884
12.5,5995.47740281437,mengdong,gongzuori,0.04270030595195452
13.5,5844.542471288147,mengdong,gongzuori,0.0416253343822207
14.5,6009.030565026979,mengdong,gongzuori,0.04279683273943324
15.5,5997.923459268729,mengdong,gongzuori,0.04271772697649676
16.5,6137.821037276552,mengdong,gongzuori,0.04371408956474825
17.5,6522.916205991238,mengdong,gongzuori,0.046456770492378424
18.5,6467.14006973895,mengdong,gongzuori,0.04605952805065517
19.5,6368.49777705728,mengdong,gongzuori,0.045356989154364376
20.5,6261.541053701438,mengdong,gongzuori,0.044595234167385506
21.5,6191.796842060262,mengdong,gongzuori,0.0440985098908403
22.5,5756.562167050561,mengdong,gongzuori,0.040998731085054155
23.5,5446.72643248161,mengdong,gongzuori,0.038792054323211575
0.5,5369.979978633772,mengdong,jiejiari,0.03831339799655886
1.5,5336.265246783985,mengdong,jiejiari,0.03807285223198475
2.5,5352.077670781094,mengdong,jiejiari,0.038185669727823106
3.5,5319.358242461914,mengdong,jiejiari,0.03795222519275958
4.5,5344.849414212618,mengdong,jiejiari,0.038134098013993416
5.5,5533.995096038313,mengdong,jiejiari,0.039483602819589
6.5,5957.254413705753,mengdong,jiejiari,0.04250344698252205
7.5,5901.3046519834525,mengdong,jiejiari,0.042104260114561975
8.5,5836.23149276361,mengdong,jiejiari,0.04163998019955239
9.5,5846.5175459577895,mengdong,jiejiari,0.04171336848990178
10.5,5942.977352714332,mengdong,jiejiari,0.04240158389883051
11.5,6069.1127989131355,mengdong,jiejiari,0.04330152720791485
12.5,5649.610000239393,mengdong,jiejiari,0.0403084848222435
13.5,5588.949226401015,mengdong,jiejiari,0.03987568611906466
14.5,5574.591300097399,mengdong,jiejiari,0.039773246082590696
15.5,5659.450973317644,mengdong,jiejiari,0.040378697582760414
16.5,5924.827146008643,mengdong,jiejiari,0.04227208693683033
17.5,6413.428296624721,mengdong,jiejiari,0.04575812793132453
18.5,6644.38201097903,mengdong,jiejiari,0.047405922078052706
19.5,6480.962607721516,mengdong,jiejiari,0.04623996751913864
20.5,6350.453311264518,mengdong,jiejiari,0.04530881793621598
21.5,6273.6108755112955,mengdong,jiejiari,0.04476056732154847
22.5,6016.147408342764,mengdong,jiejiari,0.042923633044986864
23.5,5772.987337701034,mengdong,jiejiari,0.04118874974925097
0.5,28032.027737246797,mengxi,gongzuori,0.04027676549478614
1.5,28119.76871292813,mengxi,gongzuori,0.04040283281802531
2.5,27982.668560096998,mengxi,gongzuori,0.04020584561622036
3.5,27488.579215581867,mengxi,gongzuori,0.039495931911473756
4.5,27708.606547763702,mengxi,gongzuori,0.03981206991418257
5.5,27799.56766987583,mengxi,gongzuori,0.039942763983794406
6.5,28302.342310802564,mengxi,gongzuori,0.04066515683026069
7.5,28485.01603019629,mengxi,gongzuori,0.04092762469833808
8.5,28623.232908105118,mengxi,gongzuori,0.041126216424599765
9.5,28748.10418246077,mengxi,gongzuori,0.041305633021979024
10.5,29124.78947322198,mengxi,gongzuori,0.041846859124618954
11.5,29575.060656547055,mengxi,gongzuori,0.04249381435132726
12.5,29396.482594365156,mengxi,gongzuori,0.04223723117438295
13.5,28993.556226488166,mengxi,gongzuori,0.04165830156633736
14.5,29309.15705417088,mengxi,gongzuori,0.042111760754009575
15.5,29443.921358122152,mengxi,gongzuori,0.04230539177914235
16.5,29906.41242144201,mengxi,gongzuori,0.04296990468114756
17.5,30129.16852254628,mengxi,gongzuori,0.04328996341292415
18.5,30607.969450217875,mengxi,gongzuori,0.043977910530531024
19.5,30403.0694431674,mengxi,gongzuori,0.0436835076563898
20.5,30079.381369326875,mengxi,gongzuori,0.04321842861302787
21.5,30019.52504486916,mengxi,gongzuori,0.0431324263028789
22.5,29267.29239035442,mengxi,gongzuori,0.04205160908525202
23.5,28439.377195757002,mengxi,gongzuori,0.04086205025437004
0.5,28932.337400865363,mengxi,jiejiari,0.04081139432513295
1.5,28931.29666094324,mengxi,jiejiari,0.04080992627757208
2.5,28932.33537574316,mengxi,jiejiari,0.040811391468534824
3.5,28566.195589019833,mengxi,jiejiari,0.04029492178248592
4.5,28690.514855564757,mengxi,jiejiari,0.040470284130120666
5.5,28838.769184558892,mengxi,jiejiari,0.04067940881289886
6.5,29389.709376516366,mengxi,jiejiari,0.041456554368476006
7.5,29630.782824011472,mengxi,jiejiari,0.04179660790064405
8.5,29390.006349636307,mengxi,jiejiari,0.04145697327300259
9.5,29514.235328843926,mengxi,jiejiari,0.04163220826306942
10.5,29347.719257184606,mengxi,jiejiari,0.04139732392006582
11.5,29300.714467719416,mengxi,jiejiari,0.041331019875167734
12.5,28766.08312122719,mengxi,jiejiari,0.04057687926087992
13.5,28736.96544454631,mengxi,jiejiari,0.04053580643055893
14.5,28637.686364656365,mengxi,jiejiari,0.040395765284851025
15.5,29096.03554318939,mengxi,jiejiari,0.04104230375163776
16.5,29517.51177468003,mengxi,jiejiari,0.04163682995405655
17.5,30438.046243845052,mengxi,jiejiari,0.042935318032999215
18.5,31004.485531169936,mengxi,jiejiari,0.04373432631207354
19.5,31423.51679262643,mengxi,jiejiari,0.04432540368715445
20.5,31004.957381912962,mengxi,jiejiari,0.04373499189558549
21.5,30824.65042887283,mengxi,jiejiari,0.04348065440262289
22.5,30584.981199727496,mengxi,jiejiari,0.04314258163364024
23.5,29428.395990849607,mengxi,jiejiari,0.041511124956769056
0.5,10974.753189294812,nx,gongzuori,0.040535249088884256
1.5,11096.78551903212,nx,gongzuori,0.04098597547857872
2.5,11029.625007864539,nx,gongzuori,0.04073791814169298
3.5,10973.076992485008,nx,gongzuori,0.04052905805624457
4.5,10819.507259854969,nx,gongzuori,0.03996184827418368
5.5,10864.629305956118,nx,gongzuori,0.04012850654399282
6.5,10995.540780636175,nx,gongzuori,0.04061202805406426
7.5,11085.192586632307,nx,gongzuori,0.04094315698467806
8.5,10978.854787800155,nx,gongzuori,0.04055039834228513
9.5,11002.104216435955,nx,gongzuori,0.04063627010310483
10.5,11040.77047898915,nx,gongzuori,0.04077908393744771
11.5,11053.610116697231,nx,gongzuori,0.04082650713719819
12.5,11207.75431449308,nx,gongzuori,0.041395838706253955
