x,y,p,d,ynorm
23.5,603.3516165251872,xz,jiejiari,0.04164396201722844
0.5,13776.887896575814,yn,gongzuori,0.03628004545193938
1.5,13420.1851157673,yn,gongzuori,0.035340704637256366
2.5,12990.640180557086,yn,gongzuori,0.03420954135204518
3.5,12877.180497574922,yn,gongzuori,0.03391075671458155
4.5,12794.81702170368,yn,gongzuori,0.03369386080379091
5.5,12770.616594487226,yn,gongzuori,0.03363013141831862
6.5,13609.96920680613,yn,gongzuori,0.0358404819092087
7.5,14917.88146833219,yn,gongzuori,0.039284737001616624
8.5,16457.834639583,yn,gongzuori,0.04334004843815112
9.5,17527.185771336535,yn,gongzuori,0.04615607684422849
10.5,18180.75509493245,yn,gongzuori,0.0478771857727512
11.5,18348.9775557411,yn,gongzuori,0.048320182665082145
12.5,16519.14429138598,yn,gongzuori,0.04350150122565674
13.5,16047.894518271716,yn,gongzuori,0.04226051245401616
14.5,15956.205108732747,yn,gongzuori,0.04201905763704243
15.5,16689.66180763173,yn,gongzuori,0.043950541915120815
16.5,17242.56875744522,yn,gongzuori,0.0454065666298833
17.5,18330.82768643305,yn,gongzuori,0.04827238681391561
18.5,17876.595276672066,yn,gongzuori,0.047076211553175595
19.5,17204.653413463515,yn,gongzuori,0.045306720393686224
20.5,17812.335213362017,yn,gongzuori,0.04690698915439187
21.5,17252.30989189384,yn,gongzuori,0.04543221892546721
22.5,16091.99784757397,yn,gongzuori,0.04237665412575505
23.5,15040.213533409496,yn,gongzuori,0.03960688616291867
0.5,13995.56187962861,yn,jiejiari,0.03796439743426523
1.5,13280.331639979613,yn,jiejiari,0.036024262032158756
2.5,12894.23558893229,yn,jiejiari,0.034976936883241626
3.5,12731.733476081752,yn,jiejiari,0.03453613323068192
4.5,12616.708175485568,yn,jiejiari,0.03422411530211375
5.5,12709.10966854812,yn,jiejiari,0.034474763831720295
6.5,13225.998841688788,yn,jiejiari,0.03587687874267246
7.5,14282.78178902753,yn,jiejiari,0.03874351090503812
8.5,15793.973876571357,yn,jiejiari,0.04284277447905286
9.5,16873.11572984431,yn,jiejiari,0.04577005746761488
10.5,17568.54254378904,yn,jiejiari,0.04765647404582111
11.5,17533.776273373103,yn,jiejiari,0.047562166970568996
12.5,16114.938949457872,yn,jiejiari,0.04371342516777711
13.5,15478.02693741299,yn,jiejiari,0.041985735992887685
14.5,15470.281017734384,yn,jiejiari,0.04196472439108837
15.5,15671.810215582756,yn,jiejiari,0.04251139301558002
16.5,16560.52641232038,yn,jiejiari,0.04492212687459898
17.5,17962.63949660123,yn,jiejiari,0.04872550246160572
18.5,17621.886541417363,yn,jiejiari,0.047801175112067114
19.5,17337.166157461117,yn,jiejiari,0.047028841860489334
20.5,16884.64468661319,yn,jiejiari,0.04580133094563174
21.5,16419.093906115533,yn,jiejiari,0.044538476691643444
22.5,15341.429407498268,yn,jiejiari,0.041615201179150074
23.5,14281.338185560184,yn,jiejiari,0.03873959498253046
0.5,55934.27447154771,zj,gongzuori,0.03683165608801389
1.5,53760.97881056705,zj,gongzuori,0.03540058222285578
2.5,51899.44964389325,zj,gongzuori,0.03417480066561733
3.5,50296.89080168309,zj,gongzuori,0.033119546142433794
4.5,49400.39051630587,zj,gongzuori,0.03252921775244786
5.5,49778.77751572362,zj,gongzuori,0.03277837839612116
6.5,51901.19133755518,zj,gongzuori,0.034175947537773504
7.5,59540.47889731559,zj,gongzuori,0.0392062731264546
8.5,67002.6021520071,zj,gongzuori,0.04411993938922115
9.5,71315.32078652219,zj,gongzuori,0.046959782598980294
10.5,73559.53197678996,zj,gongzuori,0.048437552991637496
11.5,68302.1586806122,zj,gongzuori,0.04497567265081667
12.5,70609.22526284825,zj,gongzuori,0.046494832123820856
13.5,73942.94140320332,zj,gongzuori,0.04869002080798046
14.5,74062.7571910208,zj,gongzuori,0.04876891722582982
15.5,74062.75205329852,zj,gongzuori,0.0487689138427374
16.5,73029.21517648651,zj,gongzuori,0.04808834946319255
17.5,66302.96567918218,zj,gongzuori,0.043659242076219865
18.5,63241.951342730965,zj,gongzuori,0.04164362234420743
19.5,64375.42013058376,zj,gongzuori,0.042389989986857876
20.5,65622.96523781626,zj,gongzuori,0.04321147471653368
21.5,65589.48476382783,zj,gongzuori,0.04318942846108019
22.5,64768.14155991775,zj,gongzuori,0.04264858958004614
23.5,60346.87527875238,zj,gongzuori,0.03973726980912019
0.5,28534.62496959113,zj,jiejiari,0.03567991396972027
1.5,27672.88527174405,zj,jiejiari,0.03460238804056428
2.5,26881.87163474964,zj,jiejiari,0.03361329852048427
3.5,26629.07553363743,zj,jiejiari,0.03329720033628957
4.5,26717.48684187802,zj,jiejiari,0.03340775051437449
5.5,27735.111366478763,zj,jiejiari,0.034680196026797575
6.5,30285.358075456134,zj,jiejiari,0.0378690440763109
7.5,32880.95407651924,zj,jiejiari,0.04111459722855226
8.5,34397.34318717388,zj,jiejiari,0.04301070180572601
9.5,35797.87152246625,zj,jiejiari,0.04476193318054311
10.5,36947.70048231586,zj,jiejiari,0.04619968813302794
11.5,34402.623490527505,zj,jiejiari,0.04301730433754804
12.5,34308.25744614021,zj,jiejiari,0.04289930831170261
13.5,35203.55958284391,zj,jiejiari,0.04401880097188431
14.5,35519.855182957894,zj,jiejiari,0.04441429941677695
15.5,36250.44084415439,zj,jiejiari,0.04532782933233679
16.5,37734.97799046463,zj,jiejiari,0.04718410596893708
17.5,36877.94386663634,zj,jiejiari,0.046112463925633715
18.5,37707.31486386253,zj,jiejiari,0.04714951578321191
19.5,36746.93560855691,zj,jiejiari,0.045948650194681286
20.5,36249.74929357832,zj,jiejiari,0.04532696461219114
21.5,35965.485111106,zj,jiejiari,0.044971518497651554
22.5,35331.108266478914,zj,jiejiari,0.04417828882441077
23.5,32960.64069741076,zj,jiejiari,0.041214237990643124
