x,variable,value,p,d,ynorm
5.5,zg,25721.63027769112,sx,quannianri,0.022135182969367773
6.5,zg,25767.639423107095,sx,quannianri,0.02217477691582653
7.5,zg,24619.82944884799,sx,quannianri,0.021187009674015014
8.5,zg,24520.23703318559,sx,quannianri,0.021101303740166777
9.5,zg,24921.698094875246,sx,quannianri,0.021446787831168757
10.5,zg,24811.343043321696,sx,quannianri,0.0213518199293927
11.5,zg,26657.094112616705,sx,quannianri,0.022940212157788367
12.5,zg,24702.070039279697,sx,quannianri,0.021257783201861478
13.5,zg,27596.444024382145,sx,quannianri,0.023748585575208234
14.5,zg,28251.58329120742,sx,quannianri,0.02431237672627584
15.5,zg,26405.550325945984,sx,quannianri,0.022723741907549475
16.5,zg,25542.143637991823,sx,quannianri,0.02198072271286736
17.5,zg,25253.55531957258,sx,quannianri,0.021732373165732607
18.5,zg,26661.897893297435,sx,quannianri,0.02294434613231349
19.5,zg,27875.629186101043,sx,quannianri,0.023988843077173038
20.5,zg,29032.742173617247,sx,quannianri,0.02498461618402457
21.5,zg,29567.885755109095,sx,quannianri,0.025445143023238127
22.5,zg,31963.395594319732,sx,quannianri,0.027506639437866166
23.5,zg,31031.905325983575,sx,quannianri,0.026705029769225164
0.5,zd,22315.7562468789,sx,quannianri,0.019204200600492282
1.5,zd,22981.801366038635,sx,quannianri,0.01977737696681468
2.5,zd,21319.46248612497,sx,quannianri,0.018346823192939118
3.5,zd,19268.56803208175,sx,quannianri,0.016581891363152187
4.5,zd,20572.927369691493,sx,quannianri,0.017704379801252338
5.5,zd,20419.1336012855,sx,quannianri,0.01757202997869199
6.5,zd,20744.571151339034,sx,quannianri,0.01785209075391376
7.5,zd,20000.963981293888,sx,quannianri,0.017212167055898432
8.5,zd,20036.484323231667,sx,quannianri,0.017242734685533057
9.5,zd,20151.230132002038,sx,quannianri,0.0173414811275229
10.5,zd,20032.632200102686,sx,quannianri,0.01723941967597262
11.5,zd,21701.933836334294,sx,quannianri,0.01867596536728906
12.5,zd,20225.87446781866,sx,quannianri,0.017405717570279054
13.5,zd,21920.02982839722,sx,quannianri,0.01886365155347088
14.5,zd,22592.125306788712,sx,quannianri,0.0194420346585256
15.5,zd,21121.86140272398,sx,quannianri,0.018176774246243085
16.5,zd,20393.08099790441,sx,quannianri,0.017549609971233563
17.5,zd,20112.61869878616,sx,quannianri,0.017308253407128976
18.5,zd,20905.951022661175,sx,quannianri,0.017990968925348592
19.5,zd,21886.241909673652,sx,quannianri,0.01883457478986663
20.5,zd,22987.593202918717,sx,quannianri,0.01978236122977489
21.5,zd,23837.644780192335,sx,quannianri,0.020513887458603036
22.5,zd,25251.451505925237,sx,quannianri,0.021730562693398056
23.5,zd,24796.7191200378,sx,quannianri,0.021339235065442618
0.5,zg,12205.259541034544,tj,quannianri,0.02680271818140658
1.5,zg,12768.36218334837,tj,quannianri,0.028039290118152434
2.5,zg,11167.698489716471,tj,quannianri,0.024524236813518764
3.5,zg,9332.401519528164,tj,quannianri,0.020493929444325612
4.5,zg,10958.388257565726,tj,quannianri,0.024064592088557372
5.5,zg,9687.690925958097,tj,quannianri,0.021274144056015347
6.5,zg,10015.52620772445,tj,quannianri,0.02199406948140788
7.5,zg,9734.639019247565,tj,quannianri,0.021377241946671538
8.5,zg,10018.213588330858,tj,quannianri,0.02199997096222421
9.5,zg,10274.426379209823,tj,quannianri,0.022562613584063817
10.5,zg,10305.641013502476,tj,quannianri,0.02263116083971773
11.5,zg,12616.594567309266,tj,quannianri,0.02770600882838682
12.5,zg,12073.540657520314,tj,quannianri,0.026513463856078064
13.5,zg,13457.491667705483,tj,quannianri,0.02955261667197319
14.5,zg,13567.271260751455,tj,quannianri,0.029793692372542136
15.5,zg,12077.706954517962,tj,quannianri,0.026522613033439883
16.5,zg,10355.04655405267,tj,quannianri,0.022739655278161654
17.5,zg,9134.495996957216,tj,quannianri,0.02005932943191461
18.5,zg,9861.958082682571,tj,quannianri,0.021656834278558964
19.5,zg,10372.374847497558,tj,quannianri,0.022777708165460493
20.5,zg,11010.333475940912,tj,quannianri,0.024178663652894113
21.5,zg,11302.364408189107,tj,quannianri,0.02481996281994471
22.5,zg,12935.349792931842,tj,quannianri,0.028405994474123317
23.5,zg,12418.156571600784,tj,quannianri,0.02727023950635184
0.5,zd,8492.537307715129,tj,quannianri,0.018649589821379264
1.5,zd,8982.355756925599,tj,quannianri,0.019725229860831393
2.5,zd,8204.192119671041,tj,quannianri,0.01801638453900677
3.5,zd,6670.013121639625,tj,quannianri,0.014647331452849837
4.5,zd,8019.228793686204,tj,quannianri,0.01761020555660989
5.5,zd,7069.249894506634,tj,quannianri,0.015524054366838904
6.5,zd,7071.039356576768,tj,quannianri,0.01552798402088689
7.5,zd,6908.603258047142,tj,quannianri,0.015171274771342513
8.5,zd,6989.625592896058,tj,quannianri,0.015349199607766843
9.5,zd,7130.924378675013,tj,quannianri,0.015659491373531887
10.5,zd,7498.557963277172,tj,quannianri,0.01646681376835552
11.5,zd,8326.487261178723,tj,quannianri,0.01828494435141923
12.5,zd,8164.3635024370615,tj,quannianri,0.017928920999236195
13.5,zd,9018.689193951861,tj,quannianri,0.01980501799396389
14.5,zd,8712.418652001332,tj,quannianri,0.019132448681073156
15.5,zd,8230.585349609752,tj,quannianri,0.0180743440032497
16.5,zd,7317.37668034051,tj,quannianri,0.01606894014264764
17.5,zd,6534.832024456603,tj,quannianri,0.01435047411531691
18.5,zd,6896.810175600699,tj,quannianri,0.015145377192987919
19.5,zd,7294.306963617342,tj,quannianri,0.016018279104774824
20.5,zd,7899.026306085376,tj,quannianri,0.01734624120672963
21.5,zd,8099.699325558297,tj,quannianri,0.017786918635133476
22.5,zd,9283.475033770588,tj,quannianri,0.02038648700895928
23.5,zd,8908.615996651879,tj,quannianri,0.019563297539217404
0.5,zg,27354.04212795837,xj,quannianri,0.022476051364700045
1.5,zg,26623.0254206057,xj,quannianri,0.02187539538171758
2.5,zg,26028.462463879492,xj,quannianri,0.021386859629216583
3.5,zg,25032.46327185611,xj,quannianri,0.020568474949745882
4.5,zg,25712.35179822327,xj,quannianri,0.02112712033639167
5.5,zg,25896.898738579945,xj,quannianri,0.021278757395779516
6.5,zg,25214.545917332984,xj,quannianri,0.020718087166953652
7.5,zg,25387.923278351172,xj,quannianri,0.020860546495395572
8.5,zg,25297.11332140974,xj,quannianri,0.020785930493596127
9.5,zg,24451.004039658616,xj,quannianri,0.020090706161198454
10.5,zg,25939.426667146643,xj,quannianri,0.02131370140523991
11.5,zg,27498.28240385272,xj,quannianri,0.022594569565216608
12.5,zg,28045.949647804417,xj,quannianri,0.023044572422134074
13.5,zg,28162.483887766048,xj,quannianri,0.02314032534782131
14.5,zg,28518.550759956124,xj,quannianri,0.023432895538039466
15.5,zg,26945.587024685894,xj,quannianri,0.022140435230222324
16.5,zg,25601.78123820697,xj,quannianri,0.021036267599720264
17.5,zg,24875.205711856866,xj,quannianri,0.020439260810954384
18.5,zg,25856.925169681257,xj,quannianri,0.021245912232216686
19.5,zg,27063.85597679278,xj,quannianri,0.022237613520362
20.5,zg,27940.632833200918,xj,quannianri,0.022958036541128927
21.5,zg,27964.650678579885,xj,quannianri,0.02297777133293344
22.5,zg,28743.195942747454,xj,quannianri,0.023617480201747712
23.5,zg,28747.583946972052,xj,quannianri,0.023621085702093116
0.5,zd,25022.4391301454,xj,quannianri,0.020560238392862515
1.5,zd,24244.116966594505,xj,quannianri,0.01992071283958517
2.5,zd,23983.946024938687,xj,quannianri,0.01970693765342057
3.5,zd,23087.021859126235,xj,quannianri,0.018969960152006374
4.5,zd,23442.025908523585,xj,quannianri,0.01926165705046132
5.5,zd,23477.281095785715,xj,quannianri,0.0192906252517995
6.5,zd,22872.116104665285,xj,quannianri,0.01879337810415989
7.5,zd,22711.193100465105,xj,quannianri,0.018661152172385505
8.5,zd,22656.69552265382,xj,quannianri,0.018616373036914106
9.5,zd,22084.150377827664,xj,quannianri,0.01814592870464595
10.5,zd,23254.65052800956,xj,quannianri,0.01910769594090344
11.5,zd,24752.252680706843,xj,quannianri,0.020338233744071683
12.5,zd,25220.649070749274,xj,quannianri,0.020723101957419703
13.5,zd,25601.28224207343,xj,quannianri,0.02103585758855351
14.5,zd,25429.718206705482,xj,quannianri,0.020894888219082374
15.5,zd,24203.89396757889,xj,quannianri,0.01988766272627145
16.5,zd,23011.45390753326,xj,quannianri,0.018907868079705556
17.5,zd,22673.434265257212,xj,quannianri,0.018630126793553598
18.5,zd,23144.821963128616,xj,quannianri,0.019017452880882253
19.5,zd,24248.389721871008,xj,quannianri,0.019924223643093264
20.5,zd,25383.731126097773,xj,quannianri,0.020857101921137215
21.5,zd,25449.895644609125,xj,quannianri,0.02091146745547489
22.5,zd,26049.789821614882,xj,quannianri,0.021404383722573302
23.5,zd,26123.701820089824,xj,quannianri,0.021465115144511576
0.5,zg,1076.6404368803203,xz,quannianri,0.02870363587247346
1.5,zg,933.6754056720027,xz,quannianri,0.024892134782851547
2.5,zg,819.4920099974707,xz,quannianri,0.02184796283848248
3.5,zg,791.4652232592734,xz,quannianri,0.02110075824384574
4.5,zg,937.6083013938846,xz,quannianri,0.02499698725063774
5.5,zg,945.4471461790396,xz,quannianri,0.025205973778234546
6.5,zg,938.8473098836968,xz,quannianri,0.025030019679400606
7.5,zg,840.9704140464863,xz,quannianri,0.022420585106629122
8.5,zg,917.9687158707042,xz,quannianri,0.024473388570676272
9.5,zg,828.9731180477112,xz,quannianri,0.022100732717654246
10.5,zg,820.478163747795,xz,quannianri,0.0218742540655198
11.5,zg,855.5201595742067,xz,quannianri,0.02280848675267445
12.5,zg,862.9347804580792,xz,quannianri,0.02300616331273363
13.5,zg,853.8793043671667,xz,quannianri,0.022764740940452496
14.5,zg,853.7512734760206,xz,quannianri,0.022761327589110675
15.5,zg,855.5794600235841,xz,quannianri,0.02281006772478705
16.5,zg,882.912553725205,xz,quannianri,0.023538778204167582
17.5,zg,886.6270681384161,xz,quannianri,0.023637808544760032
18.5,zg,1042.7372010378988,xz,quannianri,0.027799762951501578
19.5,zg,1099.696316626966,xz,quannianri,0.029318314231466604
20.5,zg,1204.103642052471,xz,quannianri,0.03210185249435805
21.5,zg,1194.8931007029657,xz,quannianri,0.03185629602440916
22.5,zg,1255.4871567329142,xz,quannianri,0.03347175617316561
23.5,zg,1347.2198594750878,xz,quannianri,0.03591738426487911
0.5,zd,683.1892747735955,xz,quannianri,0.01821408104631719
1.5,zd,584.3654321953215,xz,quannianri,0.015579400520008172
2.5,zd,499.9416272621264,xz,quannianri,0.013328630371719071
3.5,zd,499.8476195667811,xz,quannianri,0.013326124091475482
4.5,zd,550.5258385662813,xz,quannianri,0.014677224324197671
5.5,zd,573.1005567991361,xz,quannianri,0.015279074737653378
6.5,zd,600.2740106368975,xz,quannianri,0.016003529158682403
7.5,zd,515.8178560638111,xz,quannianri,0.01375189655692022
8.5,zd,572.9285318407824,xz,quannianri,0.015274488488060272
9.5,zd,545.2567077053503,xz,quannianri,0.01453674732889289
10.5,zd,524.8415127020022,xz,quannianri,0.0139924706107161
11.5,zd,554.8306648061705,xz,quannianri,0.014791992598406365
12.5,zd,559.5266935692479,xz,quannianri,0.014917190477888406
13.5,zd,528.9337722012754,xz,quannianri,0.014101571776285515
14.5,zd,536.5154016223345,xz,quannianri,0.014303700846277249
15.5,zd,538.2866767607588,xz,quannianri,0.014350923702545417
16.5,zd,573.0319038485477,xz,quannianri,0.015277244424367939
17.5,zd,586.5439737860113,xz,quannianri,0.01563748125189429
18.5,zd,664.6137992090198,xz,quannianri,0.01771885193500073
19.5,zd,684.3752208584526,xz,quannianri,0.01824569881155993
20.5,zd,754.295410469082,xz,quannianri,0.02010979716228991
21.5,zd,746.8590808205747,xz,quannianri,0.019911541838463394
22.5,zd,745.6864162445747,xz,quannianri,0.019880278163203726
23.5,zd,838.3561429052819,xz,quannianri,0.022350887662302695
0.5,zg,19642.902223615703,yn,quannianri,0.026011178950544847
1.5,zg,19217.825372881485,yn,quannianri,0.02544829114983642
2.5,zg,19226.499632687362,yn,quannianri,0.025459777625791224
3.5,zg,15607.43198147257,yn,quannianri,0.020667399430439794
4.5,zg,18388.061390071118,yn,quannianri,0.024349515663510932
5.5,zg,18306.848631169218,yn,quannianri,0.0242419735304383
6.5,zg,18467.051220493227,yn,quannianri,0.024454114189278297
7.5,zg,18811.975449077177,yn,quannianri,0.024910863692581803
8.5,zg,17816.71568704188,yn,quannianri,0.0235929382924618
9.5,zg,19242.433984511877,yn,quannianri,0.025480877933273798
10.5,zg,18137.387028557056,yn,quannianri,0.024017572063658527
11.5,zg,17531.332800246924,yn,quannianri,0.023215033578925008
12.5,zg,17703.868984887184,yn,quannianri,0.023443506414712302
13.5,zg,18690.700653485215,yn,quannianri,0.024750271312982172
14.5,zg,18559.842718789358,yn,quannianri,0.024576988917248386
15.5,zg,18836.524755206814,yn,quannianri,0.024943371943530687
16.5,zg,19112.048605254124,yn,quannianri,0.025308221296601714
17.5,zg,18133.839296629933,yn,quannianri,0.024012874148402703
18.5,zg,19911.81150120643,yn,quannianri,0.02636726927066388
19.5,zg,20238.68045917066,yn,quannianri,0.026800109940652243
20.5,zg,19889.876894123707,yn,quannianri,0.02633822341055912
21.5,zg,20056.719339001826,yn,quannianri,0.026559156582290418
22.5,zg,20333.885522508932,yn,quannianri,0.02692618071732762
23.5,zg,20385.039705316878,yn,quannianri,0.02699391921075079
0.5,zd,12026.589823939088,yn,quannianri,0.01592563952689161
1.5,zd,12886.640675966313,yn,quannianri,0.017064520959175745
2.5,zd,12239.68392375485,yn,quannianri,0.016207819252703672
3.5,zd,10123.602631341346,yn,quannianri,0.013405699253109422
4.5,zd,12028.77014924831,yn,quannianri,0.01592852671897468
5.5,zd,12218.468568168031,yn,quannianri,0.016179725827181003
6.5,zd,12459.712216005297,yn,quannianri,0.016499181253020936
7.5,zd,12857.980409134872,yn,quannianri,0.01702656896405627
8.5,zd,12096.30445028035,yn,quannianri,0.016017955804832083
9.5,zd,13097.936564578844,yn,quannianri,0.01734431948933425
10.5,zd,12679.934070641508,yn,quannianri,0.016790799569120714
11.5,zd,11805.188665165404,yn,quannianri,0.01563245957338165
12.5,zd,12091.36515983073,yn,quannianri,0.01601141518439264
13.5,zd,12955.059811278243,yn,quannianri,0.017155121744740952
14.5,zd,12635.879245667558,yn,quannianri,0.016732462062626654
15.5,zd,12990.930057114847,yn,quannianri,0.017202621211613735
16.5,zd,12793.139075071538,yn,quannianri,0.016940705911615592
17.5,zd,12613.367035943218,yn,quannianri,0.016702651339697533
18.5,zd,13060.861893357836,yn,quannianri,0.01729522511943494
19.5,zd,13741.830102407313,yn,quannianri,0.01819696487986213
20.5,zd,13376.136791536705,yn,quannianri,0.017712712907226605
21.5,zd,13522.898086758136,yn,quannianri,0.017907054571689448
22.5,zd,13160.068666249317,yn,quannianri,0.017426594969643935
23.5,zd,13459.894175658546,yn,quannianri,0.017823624639211073
0.5,zg,65189.408907490884,zj,quannianri,0.027640642418835515
1.5,zg,64995.15985602181,zj,quannianri,0.027558279828625902
2.5,zg,42653.557304839596,zj,quannianri,0.018085326207320552
3.5,zg,32416.634405670768,zj,quannianri,0.013744818599303259
4.5,zg,52952.56007352815,zj,quannianri,0.02245215599717014
5.5,zg,56427.8695044732,zj,quannianri,0.02392570495067999
6.5,zg,56251.39220920955,zj,quannianri,0.02385087767589448
7.5,zg,56840.784079162484,zj,quannianri,0.024100782839861473
8.5,zg,57129.88914283606,zj,quannianri,0.024223364863849694
9.5,zg,59298.70910046757,zj,quannianri,0.025142955606032937
10.5,zg,57630.23050665518,zj,quannianri,0.024435512158271434
11.5,zg,62428.794417990444,zj,quannianri,0.026470127771758088
12.5,zg,68769.86168057182,zj,quannianri,0.029158772686571167
13.5,zg,75696.8235501669,zj,quannianri,0.03209583990799806
14.5,zg,76759.2808829684,zj,quannianri,0.03254632724502716
15.5,zg,67229.72900889025,zj,quannianri,0.02850574856549152
16.5,zg,58374.35378513504,zj,quannianri,0.024751024229951377
17.5,zg,51081.66906958751,zj,quannianri,0.021658888653422262
18.5,zg,57270.132879758465,zj,quannianri,0.024282828924787173
19.5,zg,57741.531587825935,zj,quannianri,0.02448270438530691
20.5,zg,57849.16655915021,zj,quannianri,0.024528342163037918
21.5,zg,56702.7157623739,zj,quannianri,0.024042241168174595
22.5,zg,65855.34628428413,zj,quannianri,0.02792300326876131
23.5,zg,61628.222636462044,zj,quannianri,0.026130681246399366
0.5,zd,40117.56098672685,zj,quannianri,0.017010050812449114
1.5,zd,39494.7167522044,zj,quannianri,0.01674596167500197
2.5,zd,28014.6052647115,zj,quannianri,0.011878335754287506
3.5,zd,19480.057714236176,zj,quannianri,0.008259643991274301
4.5,zd,35030.51973293164,zj,quannianri,0.014853119331975749
5.5,zd,36835.844041014796,zj,quannianri,0.015618586061710493
6.5,zd,37929.631138819495,zj,quannianri,0.016082357379159598
7.5,zd,38176.60125436414,zj,quannianri,0.016187073969880575
8.5,zd,38946.80976953811,zj,quannianri,0.01651364631518404
9.5,zd,39874.26400000651,zj,quannianri,0.01690689164711506
10.5,zd,39916.87358667295,zj,quannianri,0.01692495832954706
11.5,zd,40136.18719265502,zj,quannianri,0.01701794841892091
12.5,zd,46493.39068594221,zj,quannianri,0.019713435177990627
13.5,zd,48733.496978498995,zj,quannianri,0.020663251690372447
14.5,zd,51068.44174549155,zj,quannianri,0.021653280200429337
15.5,zd,46709.15019434363,zj,quannianri,0.01980491831183297
16.5,zd,41134.907691336026,zj,quannianri,0.017441411012661816
17.5,zd,37794.44449904694,zj,quannianri,0.01602503755324954
18.5,zd,37779.43587170429,zj,quannianri,0.016018673818579625
19.5,zd,38749.84010039953,zj,quannianri,0.016430130169183363
20.5,zd,38291.14365838976,zj,quannianri,0.0162356405343659
21.5,zd,38370.49061630502,zj,quannianri,0.016269284049892637
22.5,zd,40946.81897652786,zj,quannianri,0.01736166043666858
23.5,zd,39263.092941027106,zj,quannianri,0.01664775199573452
