x,variable,value,p,d,ynorm
2.5,zg,26618.881101916224,hb,quannianri,0.0252643787558416
3.5,zg,21942.684653090786,hb,quannianri,0.020826130665415943
4.5,zg,21689.868626507447,hb,quannianri,0.020586179187865348
5.5,zg,21024.841026109756,hb,quannianri,0.01995499153143428
6.5,zg,21329.97747589052,hb,quannianri,0.02024460110630552
7.5,zg,20688.958861994724,hb,quannianri,0.019636200738573983
8.5,zg,21084.097171536963,hb,quannianri,0.02001123242660761
9.5,zg,22187.286675207713,hb,quannianri,0.02105828610829675
10.5,zg,23429.888259212756,hb,quannianri,0.022237657883568403
11.5,zg,27508.440074318554,hb,quannianri,0.02610867250051038
12.5,zg,28773.08648164028,hb,quannianri,0.027308967347782917
13.5,zg,36801.637571559906,hb,quannianri,0.034928985440194495
14.5,zg,35446.37668126687,hb,quannianri,0.033642687029895146
15.5,zg,27830.644828177017,hb,quannianri,0.02641448185843365
16.5,zg,23572.40635603072,hb,quannianri,0.02237292394391801
17.5,zg,22330.833279470025,hb,quannianri,0.021194528340466937
18.5,zg,22785.592458604566,hb,quannianri,0.021626147088841887
19.5,zg,22857.3335720353,hb,quannianri,0.02169423765414928
20.5,zg,24205.835865928653,hb,quannianri,0.02297412137937432
21.5,zg,24054.021001956273,hb,quannianri,0.02283003161806994
22.5,zg,29694.324831174712,hb,quannianri,0.028183328463786732
23.5,zg,27166.259647335668,hb,quannianri,0.025783903932025773
0.5,zd,19003.666457118816,hb,quannianri,0.0180366644745173
1.5,zd,19062.400414561907,hb,quannianri,0.018092409753253488
2.5,zd,16798.732122271984,hb,quannianri,0.01594392827144226
3.5,zd,13516.584352196014,hb,quannianri,0.012828792662309881
4.5,zd,15632.964138978905,hb,quannianri,0.014837480417432734
5.5,zd,15422.006141528716,hb,quannianri,0.014637257022288911
6.5,zd,15973.662496525105,hb,quannianri,0.0151608423316163
7.5,zd,15682.359216891782,hb,quannianri,0.01488436202572751
8.5,zd,16518.253948049514,hb,quannianri,0.015677722235239135
9.5,zd,17306.633356423466,hb,quannianri,0.016425984940204297
10.5,zd,17974.026775460523,hb,quannianri,0.01705941803054161
11.5,zd,19392.378871539204,hb,quannianri,0.018405597249242657
12.5,zd,20664.469490669413,hb,quannianri,0.019612957509443266
13.5,zd,27086.058812113966,hb,quannianri,0.02570778411805545
14.5,zd,26157.709897674962,hb,quannianri,0.02482667425839749
15.5,zd,21348.55891437931,hb,quannianri,0.0202622370278911
16.5,zd,18767.412552331094,hb,quannianri,0.01781243235483313
17.5,zd,18024.83658783741,hb,quannianri,0.017107642384506305
18.5,zd,17452.190034412157,hb,quannianri,0.01656413496345541
19.5,zd,17475.93886845411,hb,quannianri,0.016586675337558605
20.5,zd,17232.597309222572,hb,quannianri,0.016355716218881745
21.5,zd,17242.42206219361,hb,quannianri,0.016365041039083334
22.5,zd,19755.985689565274,hb,quannianri,0.018750701926394386
23.5,zd,18768.370195875123,hb,quannianri,0.01781334126866451
0.5,zg,30031.06033762037,he,quannianri,0.02662267506687685
1.5,zg,30739.987333276233,he,quannianri,0.02725114215526134
2.5,zg,26108.44694757035,he,quannianri,0.023145259999868367
3.5,zg,23019.31640183987,he,quannianri,0.020406731362065923
4.5,zg,25720.77965954282,he,quannianri,0.022801591140787645
5.5,zg,25268.530710916704,he,quannianri,0.022400670338350078
6.5,zg,26432.922547366634,he,quannianri,0.023432909132579307
7.5,zg,23652.10198134916,he,quannianri,0.020967698729880684
8.5,zg,26742.745587176512,he,quannianri,0.023707568702516557
9.5,zg,24167.47995448954,he,quannianri,0.021424583707010635
10.5,zg,24952.615923206868,he,quannianri,0.022120610405485023
11.5,zg,30359.60861071447,he,quannianri,0.026913934643462974
12.5,zg,27502.90022562089,he,quannianri,0.024381449335180477
13.5,zg,34819.02019630682,he,quannianri,0.030867223814673724
14.5,zg,33119.71777923313,he,quannianri,0.029360784295672175
15.5,zg,27899.603692746983,he,quannianri,0.02473312880918064
16.5,zg,25898.772767144827,he,quannianri,0.022959382860912016
17.5,zg,23013.829500938224,he,quannianri,0.020401867198823385
18.5,zg,26303.531095854356,he,quannianri,0.023318203007277178
19.5,zg,26342.97050151642,he,quannianri,0.02335316622435868
20.5,zg,27786.154531079195,he,quannianri,0.024632555598187236
21.5,zg,29486.33018234328,he,quannianri,0.0261397692433717
22.5,zg,33076.83607380283,he,quannianri,0.02932276946378979
23.5,zg,30972.584604560376,he,quannianri,0.027457340721186857
0.5,zd,20982.53192517367,he,quannianri,0.018601112423076445
1.5,zd,21556.075990959678,he,quannianri,0.019109561912648024
2.5,zd,18423.918764124846,he,quannianri,0.016332889921351918
3.5,zd,15234.53869648538,he,quannianri,0.013505489614770957
4.5,zd,17866.574313008823,he,quannianri,0.015838801465747142
5.5,zd,16303.863063012608,he,quannianri,0.014453450653478792
6.5,zd,18491.55921136938,he,quannianri,0.016392853493337873
7.5,zd,18139.30733693872,he,quannianri,0.016080580563603255
8.5,zd,18500.07044518864,he,quannianri,0.016400398741818645
9.5,zd,18223.159821720074,he,quannianri,0.016154916182485407
10.5,zd,17969.45248009865,he,quannianri,0.01593000344073959
11.5,zd,21137.994632113907,he,quannianri,0.018738930837922833
12.5,zd,19828.897369542054,he,quannianri,0.017578410008469162
13.5,zd,22982.59628000921,he,quannianri,0.020374178802784852
14.5,zd,22940.234053741846,he,quannianri,0.020336624491603478
15.5,zd,19757.17284764666,he,quannianri,0.017514825885255367
16.5,zd,18821.53388294261,he,quannianri,0.016685377578829076
17.5,zd,17231.930424577313,he,quannianri,0.015276186698404892
18.5,zd,17662.07472920432,he,quannianri,0.015657511630831834
19.5,zd,18198.209276178717,he,quannianri,0.01613279740748309
20.5,zd,19267.976875125267,he,quannianri,0.01708115137379808
21.5,zd,20207.78414290638,he,quannianri,0.017914294900344917
22.5,zd,23183.387432111587,he,quannianri,0.020552181095698528
23.5,zd,21696.958505311624,he,quannianri,0.0192344549187567
0.5,zg,3861.4975693207734,hi,quannianri,0.025040849614773396
1.5,zg,3862.0710682743584,hi,quannianri,0.02504456861259565
2.5,zg,3938.4741278861165,hi,quannianri,0.02554002341775901
3.5,zg,3547.037520179983,hi,quannianri,0.023001654546272066
4.5,zg,3638.119448878932,hi,quannianri,0.023592298160111005
5.5,zg,3721.4545404746445,hi,quannianri,0.02413270546552041
6.5,zg,3658.8700205122495,hi,quannianri,0.023726860446986117
7.5,zg,4041.031570441003,hi,quannianri,0.026205082879739817
8.5,zg,4155.680427529047,hi,quannianri,0.026948552152297807
9.5,zg,4325.162140279776,hi,quannianri,0.02804759883179416
10.5,zg,4181.833462936214,hi,quannianri,0.0271181480706803
11.5,zg,4148.363481729253,hi,quannianri,0.026901103581860323
12.5,zg,4186.992668056806,hi,quannianri,0.027151604230431094
13.5,zg,3682.8626390472755,hi,quannianri,0.023882446600237507
14.5,zg,3940.3968933855012,hi,quannianri,0.025552492072950482
15.5,zg,3839.8360068129605,hi,quannianri,0.02490037977905767
16.5,zg,3868.3725842631793,hi,quannianri,0.02508543237371124
17.5,zg,3887.0435770395693,hi,quannianri,0.025206509109842488
18.5,zg,4014.006318825318,hi,quannianri,0.026029830856564566
19.5,zg,4129.91966263396,hi,quannianri,0.02678150001044889
20.5,zg,4184.992019665218,hi,quannianri,0.027138630524088818
21.5,zg,4080.90358578401,hi,quannianri,0.026463642964815254
22.5,zg,4019.527329976144,hi,quannianri,0.026065633238274634
23.5,zg,4170.601603761241,hi,quannianri,0.027045312262436012
0.5,zd,1928.5684333275215,hi,quannianri,0.012506285772244627
1.5,zd,2007.5314878594281,hi,quannianri,0.013018341506622424
2.5,zd,1934.8073837846011,hi,quannianri,0.012546743811475565
3.5,zd,1776.1637303034965,hi,quannianri,0.011517979245955632
4.5,zd,1867.568987021533,hi,quannianri,0.012110719561438651
5.5,zd,2093.1577616153904,hi,quannianri,0.013573606557475122
6.5,zd,1940.959748759047,hi,quannianri,0.012586640365425072
7.5,zd,2752.05462262805,hi,quannianri,0.017846388531844313
8.5,zd,2969.582000629996,hi,quannianri,0.019256999379542148
9.5,zd,3045.313656238206,hi,quannianri,0.019748100297028046
10.5,zd,2795.0681572280946,hi,quannianri,0.018125320586567586
11.5,zd,3107.6959143154227,hi,quannianri,0.020152633697632084
12.5,zd,3150.3848944263323,hi,quannianri,0.020429461097358603
13.5,zd,2370.191226859532,hi,quannianri,0.015370099554532304
14.5,zd,2875.5053813155173,hi,quannianri,0.01864693594321205
15.5,zd,2656.601399325806,hi,quannianri,0.017227398161645195
16.5,zd,2841.2990923153334,hi,quannianri,0.01842511668180986
17.5,zd,2743.4905918172435,hi,quannianri,0.017790852925831383
18.5,zd,2489.3267749429447,hi,quannianri,0.01614266390030116
19.5,zd,2476.5968747093834,hi,quannianri,0.016060113669040563
20.5,zd,2501.8098643388757,hi,quannianri,0.016223613624774577
21.5,zd,2287.0858952077197,hi,quannianri,0.014831182185112608
22.5,zd,2249.4508691486826,hi,quannianri,0.014587128418180368
23.5,zd,2262.6643765919343,hi,quannianri,0.014672814721701299
0.5,zg,13572.286570181925,hl,quannianri,0.027711562112610486
1.5,zg,13898.323090815624,hl,quannianri,0.028377255490494933
2.5,zg,12756.84773737936,hl,quannianri,0.0260466190871745
3.5,zg,12013.526380144971,hl,quannianri,0.024528923756021868
4.5,zg,12391.81560108424,hl,quannianri,0.025301305416870416
5.5,zg,11473.519322435284,hl,quannianri,0.023426350579159642
6.5,zg,11634.954319702094,hl,quannianri,0.023755964600406198
7.5,zg,11669.42656720275,hl,quannianri,0.023826349190566153
8.5,zg,12033.860879986512,hl,quannianri,0.02457044223947518
9.5,zg,12261.671046267134,hl,quannianri,0.02503557945420502
10.5,zg,11733.255932553498,hl,quannianri,0.02395667442451839
11.5,zg,11177.648593341564,hl,quannianri,0.022822248975189894
12.5,zg,11792.587642062836,hl,quannianri,0.024077816454994492
13.5,zg,11619.507826245232,hl,quannianri,0.023724426328602218
14.5,zg,11296.019385147596,hl,quannianri,0.02306393555707053
15.5,zg,10825.552971233506,hl,quannianri,0.022103348762526988
16.5,zg,11010.00012153142,hl,quannianri,0.022479948433889965
17.5,zg,10905.973167377793,hl,quannianri,0.022267548748213767
18.5,zg,12434.160445960713,hl,quannianri,0.025387764083424164
19.5,zg,12964.281376084866,hl,quannianri,0.026470152007254555
20.5,zg,13329.36046990611,hl,quannianri,0.027215561554284725
21.5,zg,13754.174023344129,hl,quannianri,0.02808293545709045
22.5,zg,14042.499385688232,hl,quannianri,0.02867163111613977
23.5,zg,13722.812513468361,hl,quannianri,0.028018902294780355
0.5,zd,9125.493372563005,hl,quannianri,0.01863220873611464
1.5,zd,9512.035327962425,hl,quannianri,0.019421440627940025
2.5,zd,8883.876541914384,hl,quannianri,0.01813888141242834
3.5,zd,8414.919639589865,hl,quannianri,0.017181376701655857
4.5,zd,8557.869901704667,hl,quannianri,0.017473249043661317
5.5,zd,7846.901672182415,hl,quannianri,0.016021611535816202
6.5,zd,7887.671209069697,hl,quannianri,0.016104853777122573
7.5,zd,8193.157481393,hl,quannianri,0.016728588161617198
8.5,zd,8088.495699400555,hl,quannianri,0.016514892300016976
9.5,zd,7888.556492356301,hl,quannianri,0.016106661326842152
10.5,zd,7543.973008387911,hl,quannianri,0.015403099213738189
11.5,zd,7439.813031287332,hl,quannianri,0.015190427925068802
12.5,zd,7610.35456047507,hl,quannianri,0.015538635440024201
13.5,zd,7518.4373953230615,hl,quannianri,0.015350961224765512
14.5,zd,7499.942187678367,hl,quannianri,0.01531319816304549
15.5,zd,7072.0406910039765,hl,quannianri,0.014439519373413773
16.5,zd,7339.9111595187005,hl,quannianri,0.014986450731515825
17.5,zd,7292.920322708125,hl,quannianri,0.014890505992487054
18.5,zd,7760.566118643981,hl,quannianri,0.01584533371836552
19.5,zd,8335.72019996644,hl,quannianri,0.01701966922671716
20.5,zd,8619.842378785588,hl,quannianri,0.017599782928649665
21.5,zd,8987.095708703926,hl,quannianri,0.01834963177766042
22.5,zd,9111.431884559222,hl,quannianri,0.018603498334503414
23.5,zd,8924.72079227081,hl,quannianri,0.018222276201865055
0.5,zg,26092.18262018862,hn,quannianri,0.032305323909368105
1.5,zg,26068.374535113515,hn,quannianri,0.03227584657850587
2.5,zg,22979.290406180357,hn,quannianri,0.028451181358998354
3.5,zg,21151.08737652384,hn,quannianri,0.026187641665717038
4.5,zg,18425.63046564269,hn,quannianri,0.022813191563604236
5.5,zg,17940.671551276628,hn,quannianri,0.022212752917309883
6.5,zg,17413.417503694855,hn,quannianri,0.0215599477059714
7.5,zg,16911.991931642722,hn,quannianri,0.02093912131680414
8.5,zg,16620.785783291678,hn,quannianri,0.020578572370638135
9.5,zg,18874.823215825327,hn,quannianri,0.023369347309699695
10.5,zg,17941.10838292222,hn,quannianri,0.022213293768491637
11.5,zg,22177.279548292685,hn,quannianri,0.027458193500525974
12.5,zg,23285.15980767153,hn,quannianri,0.028829885211909895
13.5,zg,26464.34673029764,hn,quannianri,0.03276610874670904
14.5,zg,24691.157561723558,hn,quannianri,0.030570682964312198
15.5,zg,22663.95495350101,hn,quannianri,0.02806075737311718
16.5,zg,18984.570453926874,hn,quannianri,0.02350522785777948
17.5,zg,17075.35903763291,hn,quannianri,0.0211413898411347
18.5,zg,18391.684351443982,hn,quannianri,0.02277116210862851
19.5,zg,18482.09042922506,hn,quannianri,0.022883095926837856
20.5,zg,20601.93969573385,hn,quannianri,0.02550772944985387
21.5,zg,20186.350157709985,hn,quannianri,0.02499317860393048
22.5,zg,26935.7930523692,hn,quannianri,0.033349817145584715
23.5,zg,23974.824733555095,hn,quannianri,0.029683775020360032
0.5,zd,14084.688777884388,hn,quannianri,0.017438573068246747
1.5,zd,13433.950484076868,hn,quannianri,0.016632879207074104
2.5,zd,12506.710327465036,hn,quannianri,0.015484842109635535
3.5,zd,10198.213136743077,hn,quannianri,0.012626639307067535
4.5,zd,10423.792974769687,hn,quannianri,0.01290593482791192
5.5,zd,10698.143242952021,hn,quannianri,0.013245614126009223
6.5,zd,10795.8799473052,hn,quannianri,0.013366624159471145
7.5,zd,10490.688510254051,hn,quannianri,0.012988759709730771
8.5,zd,10897.212836012633,hn,quannianri,0.013492086710458836
9.5,zd,12459.236600940516,hn,quannianri,0.015426063810599229
10.5,zd,11742.109616794978,hn,quannianri,0.014538172604094925
11.5,zd,14277.035449397179,hn,quannianri,0.01767672185083658
12.5,zd,14633.066553898798,hn,quannianri,0.018117532047521145
13.5,zd,18152.586743297456,hn,quannianri,0.0224751299295822
14.5,zd,16651.898429159777,hn,quannianri,0.020617093644119823
15.5,zd,15262.221640055737,hn,quannianri,0.018896503249102418
16.5,zd,12701.249346333854,hn,quannianri,0.0157257052872796
17.5,zd,11215.365057596104,hn,quannianri,0.01388599820189484
18.5,zd,11998.890435818174,hn,quannianri,0.014856098768149851
19.5,zd,11085.677175660008,hn,quannianri,0.01372542868979033
20.5,zd,11132.952740814673,hn,quannianri,0.013783961640733967
21.5,zd,11572.153780634037,hn,quannianri,0.014327746423296294
22.5,zd,13801.327099796084,hn,quannianri,0.017087736538877147
23.5,zd,13125.459790360299,hn,quannianri,0.01625092987272335
0.5,zg,22155.231691484278,jibei,quannianri,0.024836530809884565
1.5,zg,22331.98064248596,jibei,quannianri,0.02503467050114563
2.5,zg,19504.82720990136,jibei,quannianri,0.02186536564753639
3.5,zg,17805.87502291929,jibei,quannianri,0.01996080067055537
4.5,zg,18363.65086726945,jibei,quannianri,0.02058608038489647
5.5,zg,18487.844075052348,jibei,quannianri,0.020725303863776353
6.5,zg,19925.51380900891,jibei,quannianri,0.022336965124605108
7.5,zg,19404.29220165981,jibei,quannianri,0.021752663561436205
8.5,zg,19177.57313559793,jibei,quannianri,0.02149850620718933
9.5,zg,19154.530296889894,jibei,quannianri,0.021472674648237985
10.5,zg,19024.94647960011,jibei,quannianri,0.021327408170532077
11.5,zg,20887.92369351681,jibei,quannianri,0.023415849023504045
12.5,zg,20256.186886377043,jibei,quannianri,0.02270765734702992
13.5,zg,21167.003475551588,jibei,quannianri,0.023728703960046497
14.5,zg,22164.68211276639,jibei,quannianri,0.024847124952279826
15.5,zg,20732.79462343037,jibei,quannianri,0.023241945722362246
16.5,zg,19679.85982962815,jibei,quannianri,0.022061581291458097
17.5,zg,19167.96547523816,jibei,quannianri,0.02148773579612529
18.5,zg,19943.219134742314,jibei,quannianri,0.022356813207179922
19.5,zg,20168.17831132873,jibei,quannianri,0.022608997684329956
20.5,zg,21763.24964131838,jibei,quannianri,0.024397109800822898
21.5,zg,22410.7741691902,jibei,quannianri,0.025122999879996655
22.5,zg,23984.46566229617,jibei,quannianri,0.026887144701321298
23.5,zg,22574.131673252305,jibei,quannianri,0.02530612744729823
0.5,zd,18043.92785196018,jibei,quannianri,0.020227663437110268
1.5,zd,18415.465846992305,jibei,quannianri,0.020644166184143373
2.5,zd,16405.858522862734,jibei,quannianri,0.018391349562022555
3.5,zd,14595.781997936952,jibei,quannianri,0.01636221161367749
4.5,zd,15366.56824396629,jibei,quannianri,0.01722628095016297
5.5,zd,15317.87941386321,jibei,quannianri,0.017171699637460326
6.5,zd,16508.9552691309,jibei,quannianri,0.018506923416123675
7.5,zd,16361.507365492229,jibei,quannianri,0.01834163088149483
8.5,zd,16093.59974112811,jibei,quannianri,0.018041300193945307
9.5,zd,15914.86344442228,jibei,quannianri,0.017840932641856686
10.5,zd,15982.186322854926,jibei,quannianri,0.017916403156798093
11.5,zd,17066.204622099773,jibei,quannianri,0.019131612921362267
12.5,zd,16628.44172235511,jibei,quannianri,0.01864087051350418
13.5,zd,16761.52222579108,jibei,quannianri,0.01879005685783173
14.5,zd,17616.671052934948,jibei,quannianri,0.019748698612887663
15.5,zd,16529.692647325115,jibei,quannianri,0.018530170500135657
16.5,zd,16252.583601994153,jibei,quannianri,0.0182195248053445
17.5,zd,15832.32999308733,jibei,quannianri,0.017748410720376872
18.5,zd,16064.365804139752,jibei,quannianri,0.018008528269606344
19.5,zd,15853.88312864048,jibei,quannianri,0.017772572287390462
20.5,zd,17986.224006864675,jibei,quannianri,0.020162976082605456
21.5,zd,18354.438678982206,jibei,quannianri,0.020575753307237852
22.5,zd,19508.741639943262,jibei,quannianri,0.021869753814796056
23.5,zd,18343.730535157523,jibei,quannianri,0.020563749228574995
0.5,zg,10751.441725728502,jl,quannianri,0.028406650464357655
1.5,zg,11261.461146018723,jl,quannianri,0.029754185406350463
2.5,zg,10645.188532161095,jl,quannianri,0.028125916270061814
3.5,zg,9738.418979824124,jl,quannianri,0.025730117977883184
4.5,zg,9796.757811112939,jl,quannianri,0.0258842564489084
5.5,zg,8760.004302282288,jl,quannianri,0.023145024325966945
6.5,zg,8862.125607571234,jl,quannianri,0.02341484155590784
7.5,zg,8518.255278510873,jl,quannianri,0.022506293242865717
8.5,zg,8699.5657117086,jl,quannianri,0.022985338028930453
9.5,zg,8325.20875513789,jl,quannianri,0.02199624024228135
10.5,zg,8292.956377330354,jl,quannianri,0.021911025436081862
11.5,zg,8684.937835693327,jl,quannianri,0.022946689355422097
12.5,zg,8687.845865109999,jl,quannianri,0.022954372731967012
13.5,zg,9466.504649372095,jl,quannianri,0.02501168639089737
14.5,zg,8986.406034849753,jl,quannianri,0.02374320595087206
15.5,zg,8166.4362597608215,jl,quannianri,0.021576743499929375
16.5,zg,8091.91754779374,jl,quannianri,0.021379855765437227
17.5,zg,8107.551886187665,jl,quannianri,0.021421163638123263
18.5,zg,9219.24666376061,jl,quannianri,0.024358399943278115
19.5,zg,9794.805504266955,jl,quannianri,0.025879098210637868
20.5,zg,10180.19909920085,jl,quannianri,0.026897356172850617
21.5,zg,10549.621054888472,jl,quannianri,0.02787341507144141
22.5,zg,11076.098998842599,jl,quannianri,0.02926443548643466
23.5,zg,10822.942943031945,jl,quannianri,0.028595565601464753
0.5,zd,7471.49420956796,jl,quannianri,0.01974061989749455
1.5,zd,7870.872925480582,jl,quannianri,0.020795828294214492
2.5,zd,7683.398210443513,jl,quannianri,0.02030049670643134
3.5,zd,6790.789435270511,jl,quannianri,0.017942112954317413
4.5,zd,7011.9045542564645,jl,quannianri,0.01852632668654533
5.5,zd,5994.211031073103,jl,quannianri,0.015837453423740985
6.5,zd,6048.706430454807,jl,quannianri,0.015981437068134194
7.5,zd,5783.089938541218,jl,quannianri,0.015279645156329274
8.5,zd,5890.7288188313005,jl,quannianri,0.01556404050783438
9.5,zd,5657.827823883067,jl,quannianri,0.014948687020825892
10.5,zd,5614.723709690004,jl,quannianri,0.014834800573157393
11.5,zd,5814.354321173425,jl,quannianri,0.015362249556006366
12.5,zd,5820.02707626417,jl,quannianri,0.015377237682728672
13.5,zd,6313.245654034422,jl,quannianri,0.016680382702593234
14.5,zd,5802.713056344372,jl,quannianri,0.015331491881882478
15.5,zd,5494.270163556669,jl,quannianri,0.014516547275647176
16.5,zd,5438.704080959032,jl,quannianri,0.01436973475261155
17.5,zd,5355.181490014481,jl,quannianri,0.014149057646474082
18.5,zd,5809.58696713889,jl,quannianri,0.01534965361183873
19.5,zd,6445.498970951786,jl,quannianri,0.017029812466736696
20.5,zd,6696.649289272425,jl,quannianri,0.01769338294300816
21.5,zd,7150.017038964474,jl,quannianri,0.018891237103022384
22.5,zd,7586.8963026767005,jl,quannianri,0.020045526625859216
23.5,zd,7452.47177205554,jl,quannianri,0.019690360244214535
0.5,zg,86923.55717039837,js,quannianri,0.027177320641446987
1.5,zg,87601.45798369199,js,quannianri,0.027389271559767808
2.5,zg,72664.7970537834,js,quannianri,0.022719209304849636
3.5,zg,57717.22989541454,js,quannianri,0.01804573713347725
4.5,zg,67275.99723204889,js,quannianri,0.021034359473626602
5.5,zg,65984.78896641904,js,quannianri,0.020630653249534576
6.5,zg,67312.94960399129,js,quannianri,0.021045912917749605
7.5,zg,67186.9633976659,js,quannianri,0.02100652235853684
8.5,zg,67031.78370469462,js,quannianri,0.02095800423053784
9.5,zg,67438.78506680558,js,quannianri,0.02108525634584085
10.5,zg,68381.23564738684,js,quannianri,0.02137992078953089
11.5,zg,76059.88174044377,js,quannianri,0.02378070872040344
12.5,zg,85782.0513084801,js,quannianri,0.026820420028617387
13.5,zg,97681.73127382323,js,quannianri,0.030540946758957715
14.5,zg,101352.80011505834,js,quannianri,0.03168873474926615
15.5,zg,78825.50783691392,js,quannianri,0.024645403052352834
16.5,zg,71256.63890945748,js,quannianri,0.02227893779908062
17.5,zg,64936.06886625818,js,quannianri,0.020302762820829153
18.5,zg,68859.19352016543,js,quannianri,0.021529358005223105
19.5,zg,69229.19022166738,js,quannianri,0.021645040327948166
20.5,zg,68252.99177279914,js,quannianri,0.021339824352921203
21.5,zg,69534.13652099557,js,quannianri,0.021740384140661886
22.5,zg,82837.39949310732,js,quannianri,0.02589975192472324
23.5,zg,76155.28019572211,js,quannianri,0.023810535783310167
0.5,zd,63509.08850066402,js,quannianri,0.019856606402393846
1.5,zd,63397.951249962345,js,quannianri,0.019821858483695498
2.5,zd,55184.515253557816,js,quannianri,0.017253864364394713
3.5,zd,40199.11352830006,js,quannianri,0.012568562923844425
4.5,zd,56575.2526874206,js,quannianri,0.017688689150661324
5.5,zd,55671.16912318358,js,quannianri,0.0174060204505785
6.5,zd,56667.06936467926,js,quannianri,0.017717396343041855
7.5,zd,56737.96578428884,js,quannianri,0.01773956265549825
8.5,zd,55994.71280461519,js,quannianri,0.017507178878259314
9.5,zd,55233.88883005411,js,quannianri,0.017269301393933487
10.5,zd,56653.02497743475,js,quannianri,0.017713005257037305
11.5,zd,56816.96874980398,js,quannianri,0.017764263542062533
12.5,zd,63228.13570571851,js,quannianri,0.01976876434390127
13.5,zd,72616.18748790339,js,quannianri,0.0227040111491233
14.5,zd,76383.86493041956,js,quannianri,0.023882004563820777
15.5,zd,64732.71797317552,js,quannianri,0.02023918359554275
16.5,zd,59883.50095244787,js,quannianri,0.01872303848917154
17.5,zd,53099.13720099471,js,quannianri,0.016601854830522986
18.5,zd,56665.36250737362,js,quannianri,0.017716862680939263
19.5,zd,57538.49199607138,js,quannianri,0.01798985335053789
20.5,zd,55095.8941025156,js,quannianri,0.01722615627793471
21.5,zd,58509.224484306484,js,quannianri,0.01829336035081076
22.5,zd,61885.80800484365,js,quannianri,0.019349075234065854
23.5,zd,59824.36385352352,js,quannianri,0.01870454881903389
0.5,zg,20047.667722232633,jx,quannianri,0.028973927592264397
1.5,zg,19553.053417006064,jx,quannianri,0.028259085383969016
2.5,zg,17098.38129252978,jx,quannianri,0.02471146611060822
3.5,zg,14323.772504181168,jx,quannianri,0.020701457802194363
4.5,zg,15394.820550101767,jx,quannianri,0.022249391904071214
5.5,zg,15898.95829195674,jx,quannianri,0.02297799787616815
6.5,zg,15833.805533973726,jx,quannianri,0.02288383573629276
7.5,zg,15603.78894711967,jx,quannianri,0.02255140385319953
8.5,zg,15710.29210955973,jx,quannianri,0.022705327738992157
9.5,zg,17281.725378658677,jx,quannianri,0.024976444478644385
10.5,zg,14897.14280999429,jx,quannianri,0.02153012226104114
11.5,zg,17865.950145342096,jx,quannianri,0.025820796366456292
12.5,zg,19480.327893988084,jx,quannianri,0.028153978691897515
13.5,zg,21769.11668982533,jx,quannianri,0.03146185478817935
14.5,zg,21389.719792121115,jx,quannianri,0.030913530743950462
15.5,zg,18099.900423828516,jx,quannianri,0.02615891342440904
16.5,zg,16868.638163194777,jx,quannianri,0.02437942944248295
17.5,zg,15426.091268177172,jx,quannianri,0.022294585965237246
18.5,zg,16857.981265858132,jx,quannianri,0.024364027542567793
19.5,zg,16806.730821812096,jx,quannianri,0.02428995774674738
20.5,zg,17686.266986026876,jx,quannianri,0.025561108959438122
21.5,zg,17594.495261473472,jx,quannianri,0.025428475710570036
22.5,zg,20867.019676439213,jx,quannianri,0.030158097467917044
23.5,zg,19134.413627717982,jx,quannianri,0.02765404548056808
0.5,zd,10864.956585929544,jx,quannianri,0.015702597916899264
1.5,zd,10809.15590816239,jx,quannianri,0.015621951887664062
2.5,zd,10236.159930411637,jx,quannianri,0.014793828427118192
3.5,zd,8206.872903105692,jx,quannianri,0.011860997725426176
4.5,zd,9348.49838756775,jx,quannianri,0.013510933996447119
5.5,zd,9843.36342117942,jx,quannianri,0.01422613857038901
6.5,zd,9834.34990985777,jx,quannianri,0.014213111777048062
7.5,zd,10040.702517999776,jx,quannianri,0.014511343252630178
8.5,zd,10346.980627962615,jx,quannianri,0.014953992238243483
9.5,zd,12301.670172609955,jx,quannianri,0.017779010794848983
10.5,zd,10215.464121380804,jx,quannianri,0.014763917772141718
11.5,zd,12029.43729419963,jx,quannianri,0.017385565740961385
12.5,zd,13350.982324376502,jx,quannianri,0.019295531056866835
13.5,zd,15045.413135166458,jx,quannianri,0.02174441021339261
14.5,zd,15012.710304390554,jx,quannianri,0.0216971463887876
15.5,zd,13142.545685292489,jx,quannianri,0.0189942876318425
16.5,zd,11518.688946880007,jx,quannianri,0.016647405779506307
17.5,zd,10825.078297937564,jx,quannianri,0.015644963749933214
18.5,zd,10814.236119572264,jx,quannianri,0.015629294072280375
19.5,zd,10089.262106842678,jx,quannianri,0.014581524085160839
20.5,zd,11402.250757580106,jx,quannianri,0.016479123278394802
21.5,zd,11125.111609616177,jx,quannianri,0.016078587429669427
22.5,zd,12456.347067009325,jx,quannianri,0.0180025578528219
23.5,zd,11570.65879383021,jx,quannianri,0.016722515293659233
0.5,zg,29328.56742010907,ln,quannianri,0.02393096750673833
1.5,zg,30454.053545683764,ln,quannianri,0.02484932030299341
2.5,zg,28668.85169622909,ln,quannianri,0.023392665198081024
3.5,zg,26622.16005222707,ln,quannianri,0.021722644616191212
4.5,zg,28208.525835866774,ln,quannianri,0.023017057243930193
5.5,zg,27091.798014745793,ln,quannianri,0.022105850882626864
6.5,zg,27533.604524731003,ln,quannianri,0.022466347768931385
