x,variable,value,p,d
0.5,zg,30581.529457216846,ah,quannianri
1.5,zg,30874.935473926133,ah,quannianri
2.5,zg,28074.04989097496,ah,quannianri
3.5,zg,22129.311863573166,ah,quannianri
4.5,zg,22378.88849878479,ah,quannianri
5.5,zg,21722.519995520644,ah,quannianri
6.5,zg,22407.722621999517,ah,quannianri
7.5,zg,22100.374795403503,ah,quannianri
8.5,zg,21850.187817982507,ah,quannianri
9.5,zg,21926.23967849322,ah,quannianri
10.5,zg,23366.856944973795,ah,quannianri
11.5,zg,27754.94420252951,ah,quannianri
12.5,zg,28931.87552257462,ah,quannianri
13.5,zg,36604.70090149672,ah,quannianri
14.5,zg,38555.859434881146,ah,quannianri
15.5,zg,26439.792874260795,ah,quannianri
16.5,zg,24081.57847866177,ah,quannianri
17.5,zg,21935.12891007471,ah,quannianri
18.5,zg,23442.131414806252,ah,quannianri
19.5,zg,23371.352997323764,ah,quannianri
20.5,zg,23901.446855744645,ah,quannianri
21.5,zg,24778.65367466405,ah,quannianri
22.5,zg,30944.177476610672,ah,quannianri
23.5,zg,27600.374951271413,ah,quannianri
0.5,zd,20841.836345548614,ah,quannianri
1.5,zd,20970.78099437671,ah,quannianri
2.5,zd,18715.849215438076,ah,quannianri
3.5,zd,14310.537192507545,ah,quannianri
4.5,zd,17174.033691473793,ah,quannianri
5.5,zd,17153.01528706846,ah,quannianri
6.5,zd,17412.034001386368,ah,quannianri
7.5,zd,17637.78448287013,ah,quannianri
8.5,zd,17522.01252115474,ah,quannianri
9.5,zd,17756.601033314782,ah,quannianri
10.5,zd,19043.86155653428,ah,quannianri
11.5,zd,20694.68829244045,ah,quannianri
12.5,zd,21357.37889592649,ah,quannianri
13.5,zd,26815.622357842294,ah,quannianri
14.5,zd,27314.614885701496,ah,quannianri
15.5,zd,21047.595947246013,ah,quannianri
16.5,zd,19517.141856959686,ah,quannianri
17.5,zd,17870.48252628605,ah,quannianri
18.5,zd,18621.121081096167,ah,quannianri
19.5,zd,18437.253308296138,ah,quannianri
20.5,zd,18152.75706136762,ah,quannianri
21.5,zd,19370.00553048097,ah,quannianri
22.5,zd,21203.391800552166,ah,quannianri
23.5,zd,20165.28902039083,ah,quannianri
0.5,zg,18330.657097759628,bj,quannianri
1.5,zg,19303.941189903082,bj,quannianri
2.5,zg,17399.962270624015,bj,quannianri
3.5,zg,14349.73777551069,bj,quannianri
4.5,zg,15169.824487403544,bj,quannianri
5.5,zg,11889.771580302546,bj,quannianri
6.5,zg,12418.393579966893,bj,quannianri
7.5,zg,11708.944431908098,bj,quannianri
8.5,zg,12205.415820039412,bj,quannianri
9.5,zg,13396.141359415455,bj,quannianri
10.5,zg,13356.766978706326,bj,quannianri
11.5,zg,18155.670810835265,bj,quannianri
12.5,zg,16284.817099450904,bj,quannianri
13.5,zg,18945.584500984667,bj,quannianri
14.5,zg,19119.969233536536,bj,quannianri
15.5,zg,16293.983860123019,bj,quannianri
16.5,zg,13155.934131012165,bj,quannianri
17.5,zg,11454.914697526914,bj,quannianri
18.5,zg,11967.221021080697,bj,quannianri
19.5,zg,12819.170491104307,bj,quannianri
20.5,zg,15100.237106472598,bj,quannianri
21.5,zg,16127.652675698224,bj,quannianri
22.5,zg,19796.078907796888,bj,quannianri
23.5,zg,19136.32178124882,bj,quannianri
0.5,zd,13021.594654751929,bj,quannianri
1.5,zd,14135.904601540467,bj,quannianri
2.5,zd,13623.786751546326,bj,quannianri
3.5,zd,10691.92497173978,bj,quannianri
4.5,zd,11131.009075950562,bj,quannianri
5.5,zd,7915.200757549643,bj,quannianri
6.5,zd,7763.553183303694,bj,quannianri
7.5,zd,7014.950720151536,bj,quannianri
8.5,zd,7209.184109802146,bj,quannianri
9.5,zd,7826.6110839972625,bj,quannianri
10.5,zd,8216.903281090552,bj,quannianri
11.5,zd,9892.78599159646,bj,quannianri
12.5,zd,9497.824435250288,bj,quannianri
13.5,zd,10409.944331364964,bj,quannianri
14.5,zd,10766.065512539371,bj,quannianri
15.5,zd,9389.151380007292,bj,quannianri
16.5,zd,7842.8879026017985,bj,quannianri
17.5,zd,6657.203931311485,bj,quannianri
18.5,zd,6955.405545114056,bj,quannianri
19.5,zd,7290.598219924232,bj,quannianri
20.5,zd,9638.031297187177,bj,quannianri
21.5,zd,11103.278025955475,bj,quannianri
22.5,zd,14109.917841942088,bj,quannianri
23.5,zd,13423.0909036074,bj,quannianri
0.5,zg,14125.231312823335,cq,quannianri
1.5,zg,14005.721335284965,cq,quannianri
2.5,zg,13447.472355876593,cq,quannianri
3.5,zg,10747.237456910058,cq,quannianri
4.5,zg,10569.379896888673,cq,quannianri
5.5,zg,10414.010289224092,cq,quannianri
6.5,zg,10812.11294522154,cq,quannianri
7.5,zg,10650.700254383853,cq,quannianri
8.5,zg,10711.49010066421,cq,quannianri
9.5,zg,10299.553710956996,cq,quannianri
10.5,zg,11470.602519563383,cq,quannianri
11.5,zg,13514.237611451354,cq,quannianri
12.5,zg,15726.099717034007,cq,quannianri
13.5,zg,18911.666502467204,cq,quannianri
14.5,zg,15674.107458631444,cq,quannianri
15.5,zg,15557.839428871663,cq,quannianri
16.5,zg,11347.722180653322,cq,quannianri
17.5,zg,9982.604604958226,cq,quannianri
18.5,zg,11027.780398634843,cq,quannianri
19.5,zg,10937.221453329534,cq,quannianri
20.5,zg,11246.224293495456,cq,quannianri
21.5,zg,11854.483773192014,cq,quannianri
22.5,zg,13557.654466314989,cq,quannianri
23.5,zg,13781.904660874354,cq,quannianri
0.5,zd,7698.997593677408,cq,quannianri
1.5,zd,7724.533871399361,cq,quannianri
2.5,zd,7710.3951924763405,cq,quannianri
3.5,zd,5664.914351161028,cq,quannianri
4.5,zd,6448.242630272087,cq,quannianri
5.5,zd,6479.667654330447,cq,quannianri
6.5,zd,6571.773916137492,cq,quannianri
7.5,zd,6693.623720587863,cq,quannianri
8.5,zd,6591.7460478501935,cq,quannianri
9.5,zd,6565.086438902601,cq,quannianri
10.5,zd,7223.03063999133,cq,quannianri
11.5,zd,7627.992464970581,cq,quannianri
12.5,zd,8646.46902107763,cq,quannianri
13.5,zd,12392.376056559062,cq,quannianri
14.5,zd,9027.797688590548,cq,quannianri
15.5,zd,9560.662056390014,cq,quannianri
16.5,zd,7381.820442945039,cq,quannianri
17.5,zd,6634.001670583597,cq,quannianri
18.5,zd,6864.394737710535,cq,quannianri
19.5,zd,6534.02047076158,cq,quannianri
20.5,zd,6785.131892741661,cq,quannianri
21.5,zd,7209.139066682458,cq,quannianri
22.5,zd,7546.018590083335,cq,quannianri
23.5,zd,7760.790714513329,cq,quannianri
0.5,zg,28540.408422018932,fj,quannianri
1.5,zg,28879.688283281615,fj,quannianri
2.5,zg,26504.752613282457,fj,quannianri
3.5,zg,22135.197993321937,fj,quannianri
4.5,zg,28273.35364313771,fj,quannianri
5.5,zg,27946.956857496905,fj,quannianri
6.5,zg,28479.043251176066,fj,quannianri
7.5,zg,28737.34364991881,fj,quannianri
8.5,zg,28885.76008311504,fj,quannianri
9.5,zg,32105.669983024756,fj,quannianri
10.5,zg,29637.404511179895,fj,quannianri
11.5,zg,31178.093637612048,fj,quannianri
12.5,zg,31453.66614277567,fj,quannianri
13.5,zg,35349.400117017554,fj,quannianri
14.5,zg,35718.22159109324,fj,quannianri
15.5,zg,33700.96207374773,fj,quannianri
16.5,zg,29814.733656238335,fj,quannianri
17.5,zg,28195.761163266146,fj,quannianri
18.5,zg,29249.48474223969,fj,quannianri
19.5,zg,29044.317834033034,fj,quannianri
20.5,zg,29425.18443987617,fj,quannianri
21.5,zg,28761.107761165767,fj,quannianri
22.5,zg,28171.52120084484,fj,quannianri
23.5,zg,29283.739817751495,fj,quannianri
0.5,zd,17887.72169792848,fj,quannianri
1.5,zd,18583.229837907755,fj,quannianri
2.5,zd,16881.78862537918,fj,quannianri
3.5,zd,13108.089744215798,fj,quannianri
4.5,zd,18630.417620838023,fj,quannianri
5.5,zd,19397.24418982658,fj,quannianri
6.5,zd,19319.508104862663,fj,quannianri
7.5,zd,19656.026852333245,fj,quannianri
8.5,zd,20323.93195411258,fj,quannianri
9.5,zd,22930.675693274086,fj,quannianri
10.5,zd,21249.186006797026,fj,quannianri
11.5,zd,21663.682893574336,fj,quannianri
12.5,zd,23297.086809374905,fj,quannianri
13.5,zd,25362.315170062055,fj,quannianri
14.5,zd,25923.653054602477,fj,quannianri
15.5,zd,24246.527783774927,fj,quannianri
16.5,zd,21949.403516595066,fj,quannianri
17.5,zd,21506.14991227064,fj,quannianri
18.5,zd,20630.442887129153,fj,quannianri
19.5,zd,20226.197433120135,fj,quannianri
20.5,zd,20454.97855980738,fj,quannianri
21.5,zd,19451.042676805293,fj,quannianri
22.5,zd,18939.305504724365,fj,quannianri
23.5,zd,19073.901058436877,fj,quannianri
0.5,zg,78870.10208094044,gd,quannianri
1.5,zg,76773.66271461618,gd,quannianri
2.5,zg,58085.76780898682,gd,quannianri
3.5,zg,45443.641605922334,gd,quannianri
4.5,zg,68473.77100678493,gd,quannianri
5.5,zg,73137.04979620509,gd,quannianri
6.5,zg,79322.50281589017,gd,quannianri
7.5,zg,84176.54727647916,gd,quannianri
8.5,zg,84861.99311894523,gd,quannianri
9.5,zg,103050.1148812924,gd,quannianri
10.5,zg,86915.27979288694,gd,quannianri
11.5,zg,91475.40578000365,gd,quannianri
12.5,zg,102158.42079270216,gd,quannianri
13.5,zg,103141.70364525552,gd,quannianri
14.5,zg,104834.95729650503,gd,quannianri
15.5,zg,97658.06502263868,gd,quannianri
16.5,zg,87589.42644315126,gd,quannianri
17.5,zg,83704.81810791527,gd,quannianri
18.5,zg,90176.82914078898,gd,quannianri
19.5,zg,86278.47128074177,gd,quannianri
20.5,zg,83896.03897294901,gd,quannianri
21.5,zg,76966.36381947578,gd,quannianri
22.5,zg,78847.64185557078,gd,quannianri
23.5,zg,80363.29523989618,gd,quannianri
0.5,zd,47618.32951770267,gd,quannianri
1.5,zd,47236.480803339546,gd,quannianri
2.5,zd,36865.34593152119,gd,quannianri
3.5,zd,25801.678046894354,gd,quannianri
4.5,zd,45117.64838988777,gd,quannianri
5.5,zd,47615.246586526024,gd,quannianri
6.5,zd,50240.57256025012,gd,quannianri
7.5,zd,54499.130344416764,gd,quannianri
8.5,zd,56143.91970400571,gd,quannianri
9.5,zd,74724.49663382949,gd,quannianri
10.5,zd,58049.02719016873,gd,quannianri
11.5,zd,63049.96871459216,gd,quannianri
12.5,zd,68148.88608249433,gd,quannianri
13.5,zd,68392.56416985176,gd,quannianri
14.5,zd,74594.88032170883,gd,quannianri
15.5,zd,69604.33216730706,gd,quannianri
16.5,zd,62024.1752157691,gd,quannianri
17.5,zd,58032.59882518821,gd,quannianri
18.5,zd,58139.737951984134,gd,quannianri
19.5,zd,56020.76045120069,gd,quannianri
20.5,zd,54922.58726218094,gd,quannianri
21.5,zd,52075.462007758826,gd,quannianri
22.5,zd,49951.69721320353,gd,quannianri
23.5,zd,51162.73960023384,gd,quannianri
0.5,zg,13781.428986694647,gs,quannianri
1.5,zg,13292.26027805286,gs,quannianri
2.5,zg,13119.71123825284,gs,quannianri
3.5,zg,12301.270476209047,gs,quannianri
4.5,zg,12386.150148847613,gs,quannianri
5.5,zg,12259.388005322513,gs,quannianri
6.5,zg,12108.571291610753,gs,quannianri
7.5,zg,12315.519525288366,gs,quannianri
8.5,zg,12512.739304743527,gs,quannianri
9.5,zg,12337.391998343644,gs,quannianri
10.5,zg,13188.444992173625,gs,quannianri
11.5,zg,13581.450877023586,gs,quannianri
12.5,zg,13385.359363238873,gs,quannianri
13.5,zg,13067.788112602952,gs,quannianri
14.5,zg,13140.833686761433,gs,quannianri
15.5,zg,12946.0601834371,gs,quannianri
16.5,zg,12314.379521129957,gs,quannianri
17.5,zg,12358.437257353622,gs,quannianri
18.5,zg,12968.365590346986,gs,quannianri
19.5,zg,14092.339459469818,gs,quannianri
20.5,zg,14609.262831231574,gs,quannianri
21.5,zg,14371.165871541029,gs,quannianri
22.5,zg,15020.576199794103,gs,quannianri
23.5,zg,14169.677781962298,gs,quannianri
0.5,zd,11359.66247954205,gs,quannianri
1.5,zd,10885.713591311856,gs,quannianri
2.5,zd,11029.475737623641,gs,quannianri
3.5,zd,10260.53515700291,gs,quannianri
4.5,zd,10544.566814807815,gs,quannianri
5.5,zd,10437.148127321721,gs,quannianri
6.5,zd,10164.485139891693,gs,quannianri
7.5,zd,10301.37725116793,gs,quannianri
8.5,zd,10486.88979831166,gs,quannianri
9.5,zd,10479.224268695349,gs,quannianri
10.5,zd,11164.547560018473,gs,quannianri
11.5,zd,11190.030131396925,gs,quannianri
12.5,zd,10994.387123018512,gs,quannianri
13.5,zd,10681.450169007692,gs,quannianri
14.5,zd,10505.248657892855,gs,quannianri
15.5,zd,10674.282091639669,gs,quannianri
16.5,zd,10355.45495887115,gs,quannianri
17.5,zd,10314.306539021505,gs,quannianri
18.5,zd,10620.091084770915,gs,quannianri
19.5,zd,11368.654914531624,gs,quannianri
20.5,zd,11996.63997225306,gs,quannianri
21.5,zd,12210.8029000157,gs,quannianri
22.5,zd,12016.78615635309,gs,quannianri
23.5,zd,11529.773774245123,gs,quannianri
0.5,zg,20410.660614892255,gx,quannianri
1.5,zg,18525.72435651657,gx,quannianri
2.5,zg,19161.83617509459,gx,quannianri
3.5,zg,16223.404419039596,gx,quannianri
4.5,zg,17291.93223502835,gx,quannianri
5.5,zg,16792.271028757405,gx,quannianri
6.5,zg,16820.631612536898,gx,quannianri
7.5,zg,16815.88532317379,gx,quannianri
8.5,zg,16108.88870959225,gx,quannianri
9.5,zg,19303.59902212836,gx,quannianri
10.5,zg,18336.104324421012,gx,quannianri
11.5,zg,16553.22664592896,gx,quannianri
12.5,zg,18785.569940641064,gx,quannianri
13.5,zg,17823.35315084629,gx,quannianri
14.5,zg,19650.61732704078,gx,quannianri
15.5,zg,18741.68313183585,gx,quannianri
16.5,zg,17894.35192850928,gx,quannianri
17.5,zg,17826.387260438623,gx,quannianri
18.5,zg,18465.144517500303,gx,quannianri
19.5,zg,17563.906385458205,gx,quannianri
20.5,zg,19207.744588779817,gx,quannianri
21.5,zg,19502.44929540102,gx,quannianri
22.5,zg,22089.71780644189,gx,quannianri
23.5,zg,20647.522278960045,gx,quannianri
0.5,zd,10844.293151228612,gx,quannianri
1.5,zd,10567.008152359822,gx,quannianri
2.5,zd,10674.008724459845,gx,quannianri
3.5,zd,8469.33213331515,gx,quannianri
4.5,zd,10149.977127669867,gx,quannianri
5.5,zd,9936.491044855497,gx,quannianri
6.5,zd,9862.22487255359,gx,quannianri
7.5,zd,10513.912020650836,gx,quannianri
8.5,zd,9971.526671000864,gx,quannianri
9.5,zd,13974.47097674509,gx,quannianri
10.5,zd,12304.605861933434,gx,quannianri
11.5,zd,11488.699370757426,gx,quannianri
12.5,zd,12307.703072625638,gx,quannianri
13.5,zd,12442.062247910175,gx,quannianri
14.5,zd,13353.304021824482,gx,quannianri
15.5,zd,13555.299691521237,gx,quannianri
16.5,zd,11642.777276516059,gx,quannianri
17.5,zd,12556.797520211489,gx,quannianri
18.5,zd,11785.839977407612,gx,quannianri
19.5,zd,10551.97358325222,gx,quannianri
20.5,zd,11758.935756147386,gx,quannianri
21.5,zd,11690.223495427263,gx,quannianri
22.5,zd,12262.62313713214,gx,quannianri
23.5,zd,11956.377802414581,gx,quannianri
0.5,zg,20845.336598918402,gz,quannianri
1.5,zg,18674.802056256176,gz,quannianri
2.5,zg,18589.021875249367,gz,quannianri
3.5,zg,15793.435053004494,gz,quannianri
4.5,zg,16579.15757575106,gz,quannianri
5.5,zg,17135.483240467445,gz,quannianri
6.5,zg,15803.470244476614,gz,quannianri
7.5,zg,15796.39795924353,gz,quannianri
8.5,zg,14660.12570692294,gz,quannianri
9.5,zg,14827.769639704904,gz,quannianri
10.5,zg,14523.636726161882,gz,quannianri
11.5,zg,14118.066398215948,gz,quannianri
12.5,zg,14571.721504424264,gz,quannianri
13.5,zg,16642.468756948783,gz,quannianri
14.5,zg,15665.21212754731,gz,quannianri
15.5,zg,15900.1353052824,gz,quannianri
16.5,zg,16004.057819427957,gz,quannianri
17.5,zg,14547.104240050978,gz,quannianri
18.5,zg,16852.07442297586,gz,quannianri
19.5,zg,17878.10966803455,gz,quannianri
20.5,zg,19044.914688239045,gz,quannianri
21.5,zg,19998.158136059497,gz,quannianri
22.5,zg,22946.458965102982,gz,quannianri
23.5,zg,21742.83992737481,gz,quannianri
0.5,zd,11962.922037203953,gz,quannianri
1.5,zd,10736.137619343159,gz,quannianri
2.5,zd,10429.385538060282,gz,quannianri
3.5,zd,8484.70552802006,gz,quannianri
4.5,zd,9632.372548699912,gz,quannianri
5.5,zd,10079.313638157737,gz,quannianri
6.5,zd,9351.30836780989,gz,quannianri
7.5,zd,9449.144324306699,gz,quannianri
8.5,zd,8617.066748537169,gz,quannianri
9.5,zd,8977.355170005312,gz,quannianri
10.5,zd,8758.414340021916,gz,quannianri
11.5,zd,8449.500740289992,gz,quannianri
12.5,zd,8347.073032991599,gz,quannianri
13.5,zd,10621.112755959193,gz,quannianri
14.5,zd,9648.311960678448,gz,quannianri
15.5,zd,10079.982257057447,gz,quannianri
16.5,zd,9705.738062037728,gz,quannianri
17.5,zd,8934.96270627054,gz,quannianri
18.5,zd,9779.286357104515,gz,quannianri
19.5,zd,10264.132759281349,gz,quannianri
20.5,zd,10999.795234976002,gz,quannianri
21.5,zd,11433.08426382099,gz,quannianri
22.5,zd,12313.161901775815,gz,quannianri
23.5,zd,12135.151195671118,gz,quannianri
0.5,zg,48617.16043023051,ha,quannianri
1.5,zg,51398.74282192972,ha,quannianri
2.5,zg,44564.33811121669,ha,quannianri
3.5,zg,38403.22836452817,ha,quannianri
4.5,zg,38070.29628031971,ha,quannianri
5.5,zg,36038.65910305679,ha,quannianri
6.5,zg,37253.827840575424,ha,quannianri
7.5,zg,36797.16178097404,ha,quannianri
8.5,zg,37594.239705375694,ha,quannianri
9.5,zg,36593.64030127014,ha,quannianri
10.5,zg,39798.61421333811,ha,quannianri
11.5,zg,47025.51347788129,ha,quannianri
12.5,zg,43023.50982456585,ha,quannianri
13.5,zg,65066.1713725771,ha,quannianri
14.5,zg,63603.09003995885,ha,quannianri
15.5,zg,45226.79063829869,ha,quannianri
16.5,zg,39963.90431961122,ha,quannianri
17.5,zg,36816.1295750479,ha,quannianri
18.5,zg,38117.78832289917,ha,quannianri
19.5,zg,39642.18018472603,ha,quannianri
20.5,zg,40809.406403255205,ha,quannianri
21.5,zg,40904.017312347656,ha,quannianri
