x,y,p,d
16.5,7300.619009673632,jl,jiejiari
17.5,7701.975717347835,jl,jiejiari
18.5,7710.141402628752,jl,jiejiari
19.5,7529.282873597146,jl,jiejiari
20.5,7197.573240537896,jl,jiejiari
21.5,6907.493048417035,jl,jiejiari
22.5,6261.237516724956,jl,jiejiari
23.5,5690.031276647905,jl,jiejiari
0.5,79038.51131054563,js,gongzuori
1.5,76777.05363764157,js,gongzuori
2.5,75001.3760642836,js,gongzuori
3.5,73358.54540437243,js,gongzuori
4.5,72886.45365865756,js,gongzuori
5.5,73688.56717356354,js,gongzuori
6.5,74598.43700064327,js,gongzuori
7.5,78769.90003340601,js,gongzuori
8.5,84487.22533759622,js,gongzuori
9.5,91035.93465751375,js,gongzuori
10.5,94330.72048868859,js,gongzuori
11.5,92211.32994152357,js,gongzuori
12.5,94773.91218473073,js,gongzuori
13.5,96384.46751114196,js,gongzuori
14.5,96221.94109591862,js,gongzuori
15.5,95295.95571230126,js,gongzuori
16.5,94533.12155302543,js,gongzuori
17.5,88681.42118259729,js,gongzuori
18.5,86276.02818424816,js,gongzuori
19.5,90383.11011977209,js,gongzuori
20.5,91964.68999998434,js,gongzuori
21.5,91494.22177481382,js,gongzuori
22.5,86444.83623257402,js,gongzuori
23.5,81402.3404501809,js,gongzuori
0.5,43489.643897214504,js,jiejiari
1.5,42720.28855237084,js,jiejiari
2.5,42293.03420795357,js,jiejiari
3.5,41952.08441725491,js,jiejiari
4.5,42292.56810023988,js,jiejiari
5.5,43897.62565269594,js,jiejiari
6.5,46391.37730134395,js,jiejiari
7.5,46911.95414570876,js,jiejiari
8.5,46027.48991503723,js,jiejiari
9.5,47418.35510042387,js,jiejiari
10.5,49307.51696658054,js,jiejiari
11.5,46591.366248446364,js,jiejiari
12.5,47060.292857931716,js,jiejiari
13.5,48339.4003173188,js,jiejiari
14.5,48898.22292393587,js,jiejiari
15.5,49410.84471999963,js,jiejiari
16.5,51100.29734211573,js,jiejiari
17.5,50851.40592475963,js,jiejiari
18.5,52281.2822186063,js,jiejiari
19.5,51527.07228347065,js,jiejiari
20.5,51149.857500533755,js,jiejiari
21.5,51367.02887613098,js,jiejiari
22.5,48974.639442145555,js,jiejiari
23.5,46570.94633465039,js,jiejiari
0.5,18432.40793789289,jx,gongzuori
1.5,17846.504746170554,jx,gongzuori
2.5,17076.385719448943,jx,gongzuori
3.5,16432.376380032423,jx,gongzuori
4.5,15998.501771030298,jx,gongzuori
5.5,15879.450117161578,jx,gongzuori
6.5,16315.350288328289,jx,gongzuori
7.5,15658.265137092816,jx,gongzuori
8.5,17924.17338773534,jx,gongzuori
9.5,19147.203929058498,jx,gongzuori
10.5,20124.55592161128,jx,gongzuori
11.5,20809.644850221997,jx,gongzuori
12.5,19431.483938205984,jx,gongzuori
13.5,20242.51644821422,jx,gongzuori
14.5,20734.937864076554,jx,gongzuori
15.5,20668.716647573554,jx,gongzuori
16.5,20521.27645416783,jx,gongzuori
17.5,20347.238171361503,jx,gongzuori
18.5,19301.987633742487,jx,gongzuori
19.5,20073.466445977563,jx,gongzuori
20.5,21341.376540053538,jx,gongzuori
21.5,21661.16062195994,jx,gongzuori
22.5,20296.27138538368,jx,gongzuori
23.5,19259.42539779917,jx,gongzuori
0.5,10874.50259537138,jx,jiejiari
1.5,10351.327452287596,jx,jiejiari
2.5,10070.972625082592,jx,jiejiari
3.5,10116.213710276097,jx,jiejiari
4.5,10032.599095920912,jx,jiejiari
5.5,10395.962409987389,jx,jiejiari
6.5,11471.056786279181,jx,jiejiari
7.5,11918.703152954728,jx,jiejiari
8.5,12530.848471459727,jx,jiejiari
9.5,12947.457596852597,jx,jiejiari
10.5,13856.417732359354,jx,jiejiari
11.5,14134.852369898364,jx,jiejiari
12.5,12081.048661046292,jx,jiejiari
13.5,12235.28512296244,jx,jiejiari
14.5,12645.179139049897,jx,jiejiari
15.5,13192.913191020582,jx,jiejiari
16.5,13960.825672756217,jx,jiejiari
17.5,14899.101430961911,jx,jiejiari
18.5,15222.961569833804,jx,jiejiari
19.5,14729.505214521027,jx,jiejiari
20.5,14433.367517007851,jx,jiejiari
21.5,13745.504927741053,jx,jiejiari
22.5,12468.723317102782,jx,jiejiari
23.5,11461.87540767878,jx,jiejiari
0.5,24332.51247727697,ln,gongzuori
1.5,23936.350461701855,ln,gongzuori
2.5,23372.936557444846,ln,gongzuori
3.5,23300.393677282595,ln,gongzuori
4.5,23325.191754176416,ln,gongzuori
5.5,24113.559897146668,ln,gongzuori
6.5,25055.588596935668,ln,gongzuori
7.5,24784.230845143185,ln,gongzuori
8.5,25863.768163260043,ln,gongzuori
9.5,27012.194132204386,ln,gongzuori
10.5,27467.168404554868,ln,gongzuori
11.5,26791.96537509956,ln,gongzuori
12.5,26355.603664383172,ln,gongzuori
13.5,26929.055927096608,ln,gongzuori
14.5,26996.7850439607,ln,gongzuori
15.5,27150.098280072718,ln,gongzuori
16.5,27042.852730731163,ln,gongzuori
17.5,26337.263342460818,ln,gongzuori
18.5,26008.48460533695,ln,gongzuori
19.5,26434.273390305134,ln,gongzuori
20.5,26617.044861753482,ln,gongzuori
21.5,27655.692744660842,ln,gongzuori
22.5,26572.73586914447,ln,gongzuori
23.5,25165.603270769203,ln,gongzuori
0.5,21365.19945400784,ln,jiejiari
1.5,21191.714598395258,ln,jiejiari
2.5,20991.357317195227,ln,jiejiari
3.5,20874.434738523825,ln,jiejiari
4.5,21017.73843439564,ln,jiejiari
5.5,21504.484817684697,ln,jiejiari
6.5,22696.864902025507,ln,jiejiari
7.5,21270.864584937568,ln,jiejiari
8.5,21157.622924330262,ln,jiejiari
9.5,21664.499053221254,ln,jiejiari
10.5,21910.659580565112,ln,jiejiari
11.5,21320.10020388085,ln,jiejiari
12.5,21233.346294981755,ln,jiejiari
13.5,21196.68887581573,ln,jiejiari
14.5,21238.195292275064,ln,jiejiari
15.5,21621.50047285942,ln,jiejiari
16.5,22526.193749387367,ln,jiejiari
17.5,22651.30462582725,ln,jiejiari
18.5,23007.849747543572,ln,jiejiari
19.5,23076.79438913079,ln,jiejiari
20.5,22962.312305483054,ln,jiejiari
21.5,24627.586034978478,ln,jiejiari
22.5,23822.154124283217,ln,jiejiari
23.5,22618.72202724451,ln,jiejiari
0.5,5196.407196905415,mengdong,gongzuori
1.5,5122.759174808255,mengdong,gongzuori
2.5,5131.88952773909,mengdong,gongzuori
3.5,5105.251060973464,mengdong,gongzuori
4.5,5142.1308779897,mengdong,gongzuori
5.5,5491.095025459689,mengdong,gongzuori
6.5,5985.284299649128,mengdong,gongzuori
7.5,5899.508593311576,mengdong,gongzuori
8.5,5854.900409398882,mengdong,gongzuori
9.5,5926.434027591355,mengdong,gongzuori
10.5,6238.1448948067,mengdong,gongzuori
11.5,6314.520238390635,mengdong,gongzuori
12.5,5995.47740281437,mengdong,gongzuori
13.5,5844.542471288147,mengdong,gongzuori
14.5,6009.030565026979,mengdong,gongzuori
15.5,5997.923459268729,mengdong,gongzuori
16.5,6137.821037276552,mengdong,gongzuori
17.5,6522.916205991238,mengdong,gongzuori
18.5,6467.14006973895,mengdong,gongzuori
19.5,6368.49777705728,mengdong,gongzuori
20.5,6261.541053701438,mengdong,gongzuori
21.5,6191.796842060262,mengdong,gongzuori
22.5,5756.562167050561,mengdong,gongzuori
23.5,5446.72643248161,mengdong,gongzuori
0.5,5369.979978633772,mengdong,jiejiari
1.5,5336.265246783985,mengdong,jiejiari
2.5,5352.077670781094,mengdong,jiejiari
3.5,5319.358242461914,mengdong,jiejiari
4.5,5344.849414212618,mengdong,jiejiari
5.5,5533.995096038313,mengdong,jiejiari
6.5,5957.254413705753,mengdong,jiejiari
7.5,5901.3046519834525,mengdong,jiejiari
8.5,5836.23149276361,mengdong,jiejiari
9.5,5846.5175459577895,mengdong,jiejiari
10.5,5942.977352714332,mengdong,jiejiari
11.5,6069.1127989131355,mengdong,jiejiari
12.5,5649.610000239393,mengdong,jiejiari
13.5,5588.949226401015,mengdong,jiejiari
14.5,5574.591300097399,mengdong,jiejiari
15.5,5659.450973317644,mengdong,jiejiari
16.5,5924.827146008643,mengdong,jiejiari
17.5,6413.428296624721,mengdong,jiejiari
18.5,6644.38201097903,mengdong,jiejiari
19.5,6480.962607721516,mengdong,jiejiari
20.5,6350.453311264518,mengdong,jiejiari
21.5,6273.6108755112955,mengdong,jiejiari
22.5,6016.147408342764,mengdong,jiejiari
23.5,5772.987337701034,mengdong,jiejiari
0.5,28032.027737246797,mengxi,gongzuori
1.5,28119.76871292813,mengxi,gongzuori
2.5,27982.668560096998,mengxi,gongzuori
3.5,27488.579215581867,mengxi,gongzuori
4.5,27708.606547763702,mengxi,gongzuori
5.5,27799.56766987583,mengxi,gongzuori
6.5,28302.342310802564,mengxi,gongzuori
7.5,28485.01603019629,mengxi,gongzuori
8.5,28623.232908105118,mengxi,gongzuori
9.5,28748.10418246077,mengxi,gongzuori
10.5,29124.78947322198,mengxi,gongzuori
11.5,29575.060656547055,mengxi,gongzuori
12.5,29396.482594365156,mengxi,gongzuori
13.5,28993.556226488166,mengxi,gongzuori
14.5,29309.15705417088,mengxi,gongzuori
15.5,29443.921358122152,mengxi,gongzuori
16.5,29906.41242144201,mengxi,gongzuori
17.5,30129.16852254628,mengxi,gongzuori
18.5,30607.969450217875,mengxi,gongzuori
19.5,30403.0694431674,mengxi,gongzuori
20.5,30079.381369326875,mengxi,gongzuori
21.5,30019.52504486916,mengxi,gongzuori
22.5,29267.29239035442,mengxi,gongzuori
23.5,28439.377195757002,mengxi,gongzuori
0.5,28932.337400865363,mengxi,jiejiari
1.5,28931.29666094324,mengxi,jiejiari
2.5,28932.33537574316,mengxi,jiejiari
3.5,28566.195589019833,mengxi,jiejiari
4.5,28690.514855564757,mengxi,jiejiari
5.5,28838.769184558892,mengxi,jiejiari
6.5,29389.709376516366,mengxi,jiejiari
7.5,29630.782824011472,mengxi,jiejiari
8.5,29390.006349636307,mengxi,jiejiari
9.5,29514.235328843926,mengxi,jiejiari
10.5,29347.719257184606,mengxi,jiejiari
11.5,29300.714467719416,mengxi,jiejiari
12.5,28766.08312122719,mengxi,jiejiari
13.5,28736.96544454631,mengxi,jiejiari
14.5,28637.686364656365,mengxi,jiejiari
15.5,29096.03554318939,mengxi,jiejiari
16.5,29517.51177468003,mengxi,jiejiari
17.5,30438.046243845052,mengxi,jiejiari
18.5,31004.485531169936,mengxi,jiejiari
19.5,31423.51679262643,mengxi,jiejiari
20.5,31004.957381912962,mengxi,jiejiari
21.5,30824.65042887283,mengxi,jiejiari
22.5,30584.981199727496,mengxi,jiejiari
23.5,29428.395990849607,mengxi,jiejiari
0.5,10974.753189294812,nx,gongzuori
1.5,11096.78551903212,nx,gongzuori
2.5,11029.625007864539,nx,gongzuori
3.5,10973.076992485008,nx,gongzuori
4.5,10819.507259854969,nx,gongzuori
5.5,10864.629305956118,nx,gongzuori
6.5,10995.540780636175,nx,gongzuori
7.5,11085.192586632307,nx,gongzuori
8.5,10978.854787800155,nx,gongzuori
9.5,11002.104216435955,nx,gongzuori
10.5,11040.77047898915,nx,gongzuori
11.5,11053.610116697231,nx,gongzuori
12.5,11207.75431449308,nx,gongzuori
13.5,11084.987283370258,nx,gongzuori
14.5,11253.439353404176,nx,gongzuori
15.5,11328.328577777427,nx,gongzuori
16.5,11523.359247621205,nx,gongzuori
17.5,11929.145198310987,nx,gongzuori
18.5,11925.036920560091,nx,gongzuori
19.5,11846.506708427307,nx,gongzuori
20.5,11969.415865302242,nx,gongzuori
21.5,11910.54709909385,nx,gongzuori
22.5,11591.791904835169,nx,gongzuori
23.5,11261.154381373502,nx,gongzuori
0.5,10499.021191764203,nx,jiejiari
1.5,10362.421960669617,nx,jiejiari
2.5,10378.362632068543,nx,jiejiari
3.5,10379.534905367173,nx,jiejiari
4.5,10332.171281913446,nx,jiejiari
5.5,10531.94585386784,nx,jiejiari
6.5,10629.706778716096,nx,jiejiari
7.5,10652.499206491397,nx,jiejiari
8.5,10235.050167001029,nx,jiejiari
9.5,10336.939269008395,nx,jiejiari
10.5,10121.495148684804,nx,jiejiari
11.5,10177.534275143667,nx,jiejiari
12.5,9683.29492079492,nx,jiejiari
13.5,10086.444557311172,nx,jiejiari
14.5,10142.338008026165,nx,jiejiari
15.5,10322.434039196361,nx,jiejiari
16.5,10446.62651015458,nx,jiejiari
17.5,10777.34250006974,nx,jiejiari
18.5,11052.795896788395,nx,jiejiari
19.5,11285.868781433943,nx,jiejiari
20.5,11213.425839311569,nx,jiejiari
21.5,10976.570167312395,nx,jiejiari
22.5,10788.431447232819,nx,jiejiari
23.5,10772.203762397725,nx,jiejiari
0.5,7985.105728083914,qh,gongzuori
1.5,7988.905083382378,qh,gongzuori
2.5,7915.942425767185,qh,gongzuori
3.5,7799.034977656404,qh,gongzuori
4.5,7856.88632467574,qh,gongzuori
5.5,7892.404071628107,qh,gongzuori
6.5,8082.625627894944,qh,gongzuori
7.5,8041.7758999888365,qh,gongzuori
8.5,8168.909750736465,qh,gongzuori
9.5,7742.450156525959,qh,gongzuori
10.5,7645.298917743179,qh,gongzuori
11.5,7903.522489536603,qh,gongzuori
12.5,8112.628936438715,qh,gongzuori
13.5,8130.322882434484,qh,gongzuori
14.5,8284.42771451771,qh,gongzuori
15.5,8133.424433668983,qh,gongzuori
16.5,8151.888111023647,qh,gongzuori
17.5,8098.724313166429,qh,gongzuori
18.5,7941.0586803944825,qh,gongzuori
19.5,8027.6509733644825,qh,gongzuori
20.5,8184.282014841213,qh,gongzuori
21.5,8118.540714686274,qh,gongzuori
22.5,8005.319318128955,qh,gongzuori
23.5,8104.354822890761,qh,gongzuori
0.5,8077.540801574024,qh,jiejiari
1.5,7994.542963481278,qh,jiejiari
2.5,7966.418290814336,qh,jiejiari
3.5,7941.234268434471,qh,jiejiari
4.5,7962.790825522979,qh,jiejiari
5.5,8072.838408690728,qh,jiejiari
6.5,8167.156519134838,qh,jiejiari
7.5,8270.133514787078,qh,jiejiari
8.5,8466.937016630603,qh,jiejiari
9.5,8282.146465227152,qh,jiejiari
10.5,8180.208206075642,qh,jiejiari
11.5,8250.270608595454,qh,jiejiari
12.5,8194.492169347426,qh,jiejiari
13.5,8224.744372301955,qh,jiejiari
14.5,8138.1656755877175,qh,jiejiari
15.5,8103.891486975365,qh,jiejiari
16.5,8110.806644365086,qh,jiejiari
17.5,8379.626385906853,qh,jiejiari
18.5,8325.582645353039,qh,jiejiari
19.5,8380.577209643681,qh,jiejiari
20.5,8390.940376922457,qh,jiejiari
21.5,8292.980559699237,qh,jiejiari
22.5,8095.545955454171,qh,jiejiari
23.5,8191.961553613635,qh,jiejiari
0.5,28611.192048798686,sc,gongzuori
1.5,27023.898869027253,sc,gongzuori
2.5,25941.38950781482,sc,gongzuori
3.5,24928.911586162692,sc,gongzuori
4.5,24353.182548120247,sc,gongzuori
5.5,24856.251255814674,sc,gongzuori
6.5,25207.59335659668,sc,gongzuori
7.5,24868.70919276844,sc,gongzuori
8.5,28436.76431969855,sc,gongzuori
9.5,32014.656792421127,sc,gongzuori
10.5,34189.731927981855,sc,gongzuori
11.5,37360.239581865084,sc,gongzuori
12.5,36673.04077931831,sc,gongzuori
13.5,37778.6112166289,sc,gongzuori
14.5,38031.258101117666,sc,gongzuori
15.5,37761.11319048996,sc,gongzuori
16.5,37481.0913449835,sc,gongzuori
17.5,36770.54227023391,sc,gongzuori
18.5,34783.2821431976,sc,gongzuori
19.5,33578.085189354984,sc,gongzuori
20.5,36038.916909324806,sc,gongzuori
21.5,37019.35750267333,sc,gongzuori
22.5,35014.31371428554,sc,gongzuori
23.5,32766.535681714267,sc,gongzuori
0.5,19300.297400650794,sc,jiejiari
1.5,18812.953025784253,sc,jiejiari
2.5,18351.328727699158,sc,jiejiari
3.5,18236.525308599805,sc,jiejiari
4.5,18097.20690705476,sc,jiejiari
5.5,18202.436227578946,sc,jiejiari
6.5,19048.378613436114,sc,jiejiari
7.5,19494.97102839243,sc,jiejiari
8.5,20929.094162453956,sc,jiejiari
9.5,21894.97158354055,sc,jiejiari
10.5,22459.48777881085,sc,jiejiari
11.5,24044.240359975192,sc,jiejiari
12.5,22056.24439845589,sc,jiejiari
13.5,21744.60019523136,sc,jiejiari
14.5,21871.015343748448,sc,jiejiari
15.5,22642.850074574613,sc,jiejiari
16.5,22923.509945329744,sc,jiejiari
17.5,23595.810689489717,sc,jiejiari
18.5,23365.808904704416,sc,jiejiari
19.5,23923.519122602254,sc,jiejiari
20.5,23600.805045102286,sc,jiejiari
21.5,22314.547442744217,sc,jiejiari
22.5,20496.79758178883,sc,jiejiari
23.5,19878.214063988125,sc,jiejiari
0.5,58289.47879929972,sd,gongzuori
1.5,57083.67952851956,sd,gongzuori
2.5,55314.38905034143,sd,gongzuori
3.5,54372.70632948782,sd,gongzuori
4.5,53917.01571188349,sd,gongzuori
5.5,54698.92014339354,sd,gongzuori
6.5,56777.42141882859,sd,gongzuori
7.5,56526.748368687695,sd,gongzuori
8.5,60632.09336741859,sd,gongzuori
9.5,63372.08178851021,sd,gongzuori
10.5,64793.48475647706,sd,gongzuori
11.5,65765.69190613742,sd,gongzuori
12.5,64911.574898137704,sd,gongzuori
13.5,65347.50236270716,sd,gongzuori
14.5,66192.71934091562,sd,gongzuori
15.5,66136.78196675042,sd,gongzuori
16.5,65107.70320288851,sd,gongzuori
17.5,63979.506595056184,sd,gongzuori
18.5,62070.26780777513,sd,gongzuori
19.5,61587.78657048923,sd,gongzuori
20.5,60951.30873957924,sd,gongzuori
21.5,60469.401036278185,sd,gongzuori
22.5,58420.33458964914,sd,gongzuori
23.5,58497.9665143489,sd,gongzuori
0.5,46562.57232568405,sd,jiejiari
1.5,46461.168547290465,sd,jiejiari
2.5,45899.04416497881,sd,jiejiari
3.5,45260.236638304945,sd,jiejiari
4.5,45262.83891930626,sd,jiejiari
5.5,46539.829993343265,sd,jiejiari
6.5,48754.88121898035,sd,jiejiari
7.5,48332.029675951104,sd,jiejiari
8.5,48090.427809419365,sd,jiejiari
9.5,47945.166290227775,sd,jiejiari
10.5,48175.952358783245,sd,jiejiari
11.5,48490.592947589736,sd,jiejiari
12.5,46396.63357174574,sd,jiejiari
13.5,47317.76688159952,sd,jiejiari
14.5,48175.66058171518,sd,jiejiari
15.5,48677.51919401599,sd,jiejiari
16.5,49383.265570821975,sd,jiejiari
17.5,51124.12381956602,sd,jiejiari
18.5,52876.79793235679,sd,jiejiari
19.5,50185.226783827544,sd,jiejiari
20.5,49630.8855697638,sd,jiejiari
21.5,49465.84031528848,sd,jiejiari
22.5,47483.50260324482,sd,jiejiari
23.5,48499.32942613514,sd,jiejiari
0.5,20129.015482738,sh,gongzuori
1.5,19208.334770114365,sh,gongzuori
2.5,18592.31628918947,sh,gongzuori
3.5,18081.887522746427,sh,gongzuori
4.5,17798.349314235675,sh,gongzuori
5.5,18216.268245177347,sh,gongzuori
6.5,18692.069273964848,sh,gongzuori
7.5,21000.037055191828,sh,gongzuori
8.5,24479.509955926977,sh,gongzuori
9.5,26629.00881494984,sh,gongzuori
10.5,27859.947811784492,sh,gongzuori
11.5,27713.93844753269,sh,gongzuori
12.5,27938.763434905857,sh,gongzuori
13.5,28202.567985357608,sh,gongzuori
14.5,27853.995923807153,sh,gongzuori
15.5,27571.760481175625,sh,gongzuori
16.5,27144.301839387103,sh,gongzuori
17.5,25987.24597784975,sh,gongzuori
18.5,24944.438944935053,sh,gongzuori
19.5,25426.213156925794,sh,gongzuori
20.5,25567.977470723683,sh,gongzuori
21.5,25069.37411222168,sh,gongzuori
22.5,23721.731250377034,sh,gongzuori
23.5,21937.797858583912,sh,gongzuori
0.5,10921.041605017686,sh,jiejiari
1.5,10559.867930780281,sh,jiejiari
2.5,10307.026328911608,sh,jiejiari
3.5,10149.46055436626,sh,jiejiari
4.5,10175.049418488166,sh,jiejiari
5.5,10660.44638404353,sh,jiejiari
6.5,10766.422988570674,sh,jiejiari
7.5,11375.713536054174,sh,jiejiari
8.5,12098.583924553132,sh,jiejiari
9.5,12910.079212522201,sh,jiejiari
10.5,13180.908231447116,sh,jiejiari
11.5,13179.962841011775,sh,jiejiari
12.5,12905.873014303046,sh,jiejiari
13.5,13044.755740324234,sh,jiejiari
14.5,12983.515242213707,sh,jiejiari
15.5,13153.492322585123,sh,jiejiari
16.5,13454.672300007336,sh,jiejiari
17.5,13722.062295164622,sh,jiejiari
18.5,14114.650053649873,sh,jiejiari
19.5,13935.681533794403,sh,jiejiari
20.5,13691.008186900313,sh,jiejiari
21.5,13246.52228495333,sh,jiejiari
22.5,12541.319639768131,sh,jiejiari
23.5,11661.621813536325,sh,jiejiari
0.5,17960.519767545593,sn,gongzuori
1.5,17182.07974126825,sn,gongzuori
2.5,16357.299347903885,sn,gongzuori
3.5,15800.446536287624,sn,gongzuori
4.5,15288.475388293922,sn,gongzuori
5.5,15257.902734748228,sn,gongzuori
6.5,15957.528158808751,sn,gongzuori
7.5,16277.00817990104,sn,gongzuori
8.5,17651.17256682238,sn,gongzuori
9.5,19064.625240461228,sn,gongzuori
10.5,20080.35275342888,sn,gongzuori
11.5,21066.21329738889,sn,gongzuori
12.5,21708.56450974662,sn,gongzuori
13.5,21809.29162744237,sn,gongzuori
14.5,21816.27042296342,sn,gongzuori
15.5,21686.20166093404,sn,gongzuori
16.5,21458.729978602918,sn,gongzuori
17.5,21539.9632412858,sn,gongzuori
18.5,20657.69851433681,sn,gongzuori
19.5,20402.285289134245,sn,gongzuori
20.5,21576.831998437734,sn,gongzuori
21.5,21535.472169114062,sn,gongzuori
22.5,20335.342751508408,sn,gongzuori
23.5,19102.210181642655,sn,gongzuori
0.5,11286.5007448389,sn,jiejiari
1.5,10783.158924028481,sn,jiejiari
2.5,10466.248016610563,sn,jiejiari
3.5,10420.444680692515,sn,jiejiari
4.5,10486.59544310216,sn,jiejiari
5.5,10730.201830063219,sn,jiejiari
6.5,11393.644394595447,sn,jiejiari
7.5,12331.12406848766,sn,jiejiari
8.5,12358.426607774802,sn,jiejiari
9.5,12600.802081309499,sn,jiejiari
10.5,12562.20020196288,sn,jiejiari
11.5,12597.277390854879,sn,jiejiari
12.5,12311.07514746086,sn,jiejiari
13.5,12161.694534142936,sn,jiejiari
14.5,12459.490015728908,sn,jiejiari
15.5,12594.485211503828,sn,jiejiari
16.5,12942.899350140975,sn,jiejiari
17.5,13568.337146299404,sn,jiejiari
18.5,13747.10735781561,sn,jiejiari
19.5,14643.18094317863,sn,jiejiari
20.5,14380.188388911436,sn,jiejiari
21.5,13663.47139834052,sn,jiejiari
22.5,12579.185449307763,sn,jiejiari
23.5,12113.01011928493,sn,jiejiari
0.5,23553.022558231896,sx,gongzuori
1.5,23246.92168636705,sx,gongzuori
2.5,22850.208696106394,sx,gongzuori
3.5,22729.320832139987,sx,gongzuori
4.5,22437.141935619846,sx,gongzuori
5.5,22850.586256491246,sx,gongzuori
6.5,23889.331939156225,sx,gongzuori
7.5,24391.827107927205,sx,gongzuori
8.5,23911.77174412021,sx,gongzuori
9.5,24655.83714966378,sx,gongzuori
10.5,25515.73401331362,sx,gongzuori
11.5,27046.22608155354,sx,gongzuori
12.5,26491.494539231033,sx,gongzuori
13.5,25907.78165165808,sx,gongzuori
14.5,26231.819342413924,sx,gongzuori
15.5,26362.128910445845,sx,gongzuori
16.5,26855.688799053427,sx,gongzuori
17.5,27317.155897392466,sx,gongzuori
18.5,26913.28592221075,sx,gongzuori
19.5,27082.63466443399,sx,gongzuori
20.5,27398.86866116314,sx,gongzuori
21.5,26683.763958574073,sx,gongzuori
22.5,25733.741161356786,sx,gongzuori
23.5,24575.97054664454,sx,gongzuori
0.5,21075.415739221793,sx,jiejiari
1.5,20897.968992282265,sx,jiejiari
2.5,20542.202813422333,sx,jiejiari
3.5,20529.46398222812,sx,jiejiari
4.5,20507.921240741205,sx,jiejiari
5.5,20898.332461050897,sx,jiejiari
6.5,21542.3777757776,sx,jiejiari
7.5,22288.142317217455,sx,jiejiari
8.5,21582.941510710854,sx,jiejiari
9.5,21139.938196083913,sx,jiejiari
10.5,21076.599843132928,sx,jiejiari
11.5,21821.39171597652,sx,jiejiari
12.5,21673.38194322274,sx,jiejiari
13.5,21000.183262875078,sx,jiejiari
14.5,21032.19890839218,sx,jiejiari
15.5,21396.82151383541,sx,jiejiari
16.5,22214.679729769625,sx,jiejiari
17.5,23994.213572747387,sx,jiejiari
18.5,25229.49967315938,sx,jiejiari
19.5,24818.77172096893,sx,jiejiari
20.5,24313.166891611916,sx,jiejiari
21.5,23550.370632079743,sx,jiejiari
22.5,22389.868716451638,sx,jiejiari
23.5,21710.068164363453,sx,jiejiari
0.5,8840.671377473655,tj,gongzuori
1.5,8619.552152663575,tj,gongzuori
2.5,8520.402945077325,tj,gongzuori
3.5,8385.510064059083,tj,gongzuori
4.5,8206.645524839905,tj,gongzuori
5.5,8396.586903515086,tj,gongzuori
6.5,8952.2826462588,tj,gongzuori
7.5,9640.89320441953,tj,gongzuori
8.5,10927.407966546947,tj,gongzuori
9.5,11476.613906676894,tj,gongzuori
10.5,11974.480553867785,tj,gongzuori
11.5,12063.715847543437,tj,gongzuori
12.5,11686.065056671583,tj,gongzuori
13.5,11979.413207237558,tj,gongzuori
14.5,12014.373140906811,tj,gongzuori
15.5,12030.441206391204,tj,gongzuori
16.5,12051.595744165768,tj,gongzuori
17.5,11693.40657357693,tj,gongzuori
18.5,11362.125149191123,tj,gongzuori
19.5,11288.107708795973,tj,gongzuori
20.5,11164.892922705287,tj,gongzuori
21.5,10852.399798371747,tj,gongzuori
22.5,10160.892154611784,tj,gongzuori
23.5,9545.042371678459,tj,gongzuori
0.5,8840.195956596775,tj,jiejiari
1.5,8619.820783182322,tj,jiejiari
2.5,8522.860533679775,tj,jiejiari
3.5,8382.52428727307,tj,jiejiari
4.5,8209.600079316018,tj,jiejiari
5.5,8396.591160348278,tj,jiejiari
6.5,8946.100830689498,tj,jiejiari
7.5,9642.560474945349,tj,jiejiari
8.5,10918.074300222217,tj,jiejiari
9.5,11476.608865298651,tj,jiejiari
10.5,11978.724759329063,tj,jiejiari
11.5,12061.069927544577,tj,jiejiari
12.5,11682.928241625073,tj,jiejiari
13.5,11966.661172142494,tj,jiejiari
14.5,12012.71218279943,tj,jiejiari
15.5,12030.205048171905,tj,jiejiari
16.5,12065.16744057505,tj,jiejiari
17.5,11718.320110600373,tj,jiejiari
18.5,11389.868250820457,tj,jiejiari
19.5,11276.766339826418,tj,jiejiari
20.5,11182.060303969212,tj,jiejiari
21.5,10873.402363865156,tj,jiejiari
22.5,10160.855680271185,tj,jiejiari
23.5,9559.561157593138,tj,jiejiari
0.5,26423.428543695,xj,gongzuori
1.5,25847.63813237349,xj,gongzuori
2.5,25236.277019477242,xj,gongzuori
3.5,25193.12699149202,xj,gongzuori
4.5,25098.491090944062,xj,gongzuori
5.5,24954.805301692337,xj,gongzuori
6.5,25053.46621117962,xj,gongzuori
7.5,25284.280521031968,xj,gongzuori
8.5,26198.596338641088,xj,gongzuori
9.5,26422.50791414328,xj,gongzuori
10.5,26900.316429928364,xj,gongzuori
11.5,27275.117642031888,xj,gongzuori
12.5,27464.38977160042,xj,gongzuori
13.5,27172.35828318733,xj,gongzuori
14.5,27223.42504868715,xj,gongzuori
15.5,27106.340554109705,xj,gongzuori
16.5,27353.30540513629,xj,gongzuori
17.5,27464.389771967304,xj,gongzuori
18.5,27651.36144316074,xj,gongzuori
19.5,27651.303145603255,xj,gongzuori
20.5,27589.825563293045,xj,gongzuori
21.5,27660.33509889749,xj,gongzuori
22.5,27928.665496135396,xj,gongzuori
23.5,27535.865022550603,xj,gongzuori
0.5,23611.235037408307,xj,jiejiari
1.5,23056.505245908676,xj,jiejiari
2.5,22758.735292341014,xj,jiejiari
